nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Referencia,Armarios empotrados,Carpintería interior,Tipo suelo,Vidrios dobles,Carpintería exterior,Teléfono,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Lavadero,Garaje,Portero automático,Puerta blindada,Sistema de seguridad,Ascensor,Adaptado a personas con movilidad reducida,Balcón,Terraza,Jardín,Piscina,Orientación,Soleado,No se aceptan mascotas,Amueblado,Trastero,Superficie solar,Se aceptan mascotas,Chimenea,Gastos de comunidad,Agua,Gas,Luz,Interior,Urbanizado,Calle alumbrada,Calle asfaltada,Tipo de casa
Apartamento en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,63 €/m²,8.100 €/mes,128 m²,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08007-48381999226_101800/,Anuncio actualizado el 17/10/2024,"B, A","B, A",barcelona,128 m²,,2,2,1ª,,Menos de 5 años,,IF76306-I-00L3X9-W-02XG2M,1,,,,,,,Central,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,,,,,,,,,,,
Apartamento en Carrer del Consell de Cent,Engel & Völkers MMC Barcelona,60 €/m²,5.300 €/mes,88 m²,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08009-47571419325_101800/,Anuncio actualizado el 18/10/2024,"C, C","C, C",barcelona,88 m²,,2,2,,,,,IF76306-I-00L2P8-W-02X0O2,,,,,,,,Central,N/A,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Apartamento en El Fort Pienc,Engel & Völkers MMC Barcelona,21 €/m²,3.000 €/mes,138 m²,https://www.pisos.com/alquilar/apartamento-el_fort_pienc08013-49180688661_101800/,Anuncio actualizado el 15/11/2024,"E, E","E, E",barcelona,138 m²,,2,2,1ª,,,,IF76306-I-00L4W1-W-02XR4I,1,,,,,,,Central,N/A,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Piso en Carrer dels Escudellers,AgencySL,20 €/m²,1.200 €/mes,60 m²,https://www.pisos.com/alquilar/piso-el_barri_gotic08002-31753827671_525584/,Anuncio actualizado el 07/02/2025,"C, C","C, C",barcelona,60 m²,55 m²,1,1,2ª,N/A,Más de 50 años,Reformado,525584-SL0045,1,N/A,Parquet,N/A,Madera,,Frío y calor,,N/A,N/A,,,,,,N/A,,N/A,N/A,,,,N/A,N/A,N/A,,,,,,,,,N/A,,,,
Apartamento en Esplugues de Llobregat,Engel & Völkers MMC Barcelona,23 €/m²,2.450 €/mes,106 m²,https://www.pisos.com/alquilar/apartamento-esplugues_de_llobregat_centro_urbano08950-50928303503_101800/,Anuncio actualizado el 07/01/2025,"A, A","A, A",barcelona,106 m²,,2,2,,,Menos de 5 años,,IF76306-I-00L69Z-W-02Y7PN,,,,,,,,Central,,,,1,,,,,,,,Privado,,,,,,,,,,,,,,,,,,
Apartamento en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,24 €/m²,6.500 €/mes,265 m²,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08010-50849816069_101800/,Anuncio actualizado el 29/01/2025,"E, E","E, E",barcelona,265 m²,,2,4,,,Más de 50 años,,IF76306-I-00L6G1-W-02Y3T4,1,,,,,,,Central,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,,,,,,,,,,,
Apartamento en La Salut,Engel & Völkers MMC Barcelona,40 €/m²,8.000 €/mes,200 m²,https://www.pisos.com/alquilar/apartamento-gracia_la_salut08024-50023392469_101800/,Anuncio actualizado el 11/12/2024,"E, E","E, E",barcelona,200 m²,,3,3,,,Más de 50 años,,IF76306-I-00L5P2-W-02Y39X,1,,,,,,,,N/A,,N/A,1,,,,N/A,,,N/A,,,,,,N/A,N/A,,,,,,,,,,,,
Casa en Esplugues de Llobregat,Engel & Völkers MMC Barcelona,20 €/m²,11.000 €/mes,550 m²,https://www.pisos.com/alquilar/casa-esplugues_de_llobregat_centro_urbano08950-48380897907_101800/,Anuncio actualizado el 16/10/2024,"E, E","E, E",barcelona,550 m²,,7,6,,,Entre 30 y 50 años,,IF76306-I-00L372-W-02X0FX,1,,,,,,,Central,N/A,,,1,,,,,,,N/A,Privado,Propia,,,,,N/A,797 m²,,,,,,,,,,,
Apartamento en Carrer de Provença,Engel & Völkers MMC Barcelona,22 €/m²,2.300 €/mes,104 m²,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08008-45021871700_101800/,Anuncio actualizado el 06/12/2024,"E, E","E, E",barcelona,104 m²,,1,1,,,Más de 50 años,,IF76306-I-00L0ES-W-02WB8J,,,,,,,,Central,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Apartamento en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,96 €/m²,16.000 €/mes,165 m²,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08010-41752199349_101800/,Anuncio actualizado el 21/06/2024,"A, A","A, A",barcelona,165 m²,,3,2,,,Más de 50 años,,IF76306-I-00KVMS-W-02UHY9,1,,,,,,,Central,N/A,,N/A,,,,,N/A,,,N/A,,Propia,Suroeste,,,N/A,,,,,,,,,,,,,
Piso en Santa Perpètua de Mogoda,NOVA CORDELLES S.L.,13 €/m²,1.150 €/mes,87 m²,https://www.pisos.com/alquilar/piso-santa_perpetua_de_mogoda_centro_urbano-49256093247_501135/,Anuncio actualizado el 17/02/2025,"C, C","C, C",barcelona,87 m²,75 m²,4,2,3ª,N/A,Más de 50 años,En buen estado,501135-091241,,,Gres,,Aluminio,,,Gas natural,N/A,N/A,N/A,,,,,N/A,,,N/A,,,,N/A,,N/A,,,,,,,,,N/A,,,,
Piso en Carrer del Cardenal Reig,SOMOSCASA,14 €/m²,1.200 €/mes,85 m²,https://www.pisos.com/alquilar/piso-la_maternitat_sant_ramon08028-51702420328_101800/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,85 m²,,3,2,Entresuelo,,,,IF6507-150030,1,,,,,,,Central,N/A,,N/A,,,N/A,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Apartamento en Carrer de Joan Miró,Engel & Völkers MMC Barcelona,26 €/m²,2.530 €/mes,94 m²,https://www.pisos.com/alquilar/apartamento-esplugues_de_llobregat_centro_urbano08950-45901100471_101800/,Anuncio actualizado el 30/07/2024,"A, A","A, A",barcelona,94 m²,,2,2,,,Menos de 5 años,,IF76306-I-00L1GV-W-02WJ1S,1,,,,,,,Central,N/A,,,1,,,,N/A,,,N/A,,Propia,,,,,N/A,,,,,,,,,,,,
Apartamento en El Barri Gòtic,Engel & Völkers MMC Barcelona,28 €/m²,1.550 €/mes,55 m²,https://www.pisos.com/alquilar/apartamento-el_barri_gotic08002-50879965485_101800/,Anuncio actualizado el 16/01/2025,"E, D","E, D",barcelona,55 m²,,1,1,2ª,,,,IF76306-I-00L6KN-W-02YDSI,1,,,,,,,Central,N/A,,N/A,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Apartamento en El Barri Gòtic,Engel & Völkers MMC Barcelona,21 €/m²,1.800 €/mes,85 m²,https://www.pisos.com/alquilar/apartamento-el_barri_gotic08002-50876895024_101800/,Anuncio actualizado el 24/01/2025,"G, F","G, F",barcelona,85 m²,,3,1,,,,,IF76306-I-00L6UN-W-02YHFI,,,,,,,,Central,N/A,,N/A,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Apartamento en Carrer Gran de Gràcia,Engel & Völkers MMC Barcelona,30 €/m²,3.000 €/mes,100 m²,https://www.pisos.com/alquilar/apartamento-sant_pere_santa_caterina_la_ribera08010-49251753827_101800/,Anuncio actualizado el 21/11/2024,"E, E","E, E",barcelona,100 m²,,2,2,2ª,,Más de 50 años,,IF76306-I-00L52X-W-02XVVC,,,,,,,,Central,N/A,,N/A,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Apartamento en Sant Pere-Santa Caterina-La Ribera,Engel & Völkers MMC Barcelona,35 €/m²,2.640 €/mes,75 m²,https://www.pisos.com/alquilar/apartamento-sant_pere_santa_caterina_la_ribera08003-48337370259_101800/,Anuncio actualizado el 22/10/2024,"D, C","D, C",barcelona,75 m²,,2,2,1ª,,,,IF76306-I-00L42O-W-02XHVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Vallcarquera,GISELA FINQUES,13 €/m²,800 €/mes,60 m²,https://www.pisos.com/alquilar/piso-el_figaro-50026307416_501446/,Anuncio actualizado el 13/02/2025,"G, G","G, G",barcelona,60 m²,56 m²,3,2,Bajo,N/A,Más de 50 años,Reformado,501446-020268,,,,,Aluminio,,Frío y calor,,N/A,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Apartamento en Carrer de Sant Pere Més Baix,Engel & Völkers MMC Barcelona,23 €/m²,1.700 €/mes,71 m²,https://www.pisos.com/alquilar/apartamento-sant_pere_santa_caterina_la_ribera08003-50005064051_101800/,Anuncio actualizado el 23/01/2025,"D, C","D, C",barcelona,71 m²,,2,2,2ª,,Entre 10 y 20 años,,IF76306-I-00L60O-W-02Y6HF,,,,,,,,Central,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Apartamento en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,19 €/m²,2.300 €/mes,117 m²,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08010-45886288893_101800/,Anuncio actualizado el 10/02/2025,"E, E","E, E",barcelona,117 m²,,2,1,,,,,IF76306-I-00L0VV-W-02WFXO,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Sant Feliu de Llobregat,Engel & Völkers MMC Barcelona,15 €/m²,1.790 €/mes,118 m²,https://www.pisos.com/alquilar/apartamento-sant_feliu_de_llobregat_centro_urbano08980-51727455697_101800/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,118 m²,,3,2,3ª,,,,IF76306-I-00L7H2-W-02YEHE,,,,,,,,Central,,,,1,,,,N/A,,,N/A,,Propia,,,,N/A,N/A,,,,,,,,,,,,
Casa en Parc Central,Engel & Völkers MMC Barcelona,11 €/m²,6.900 €/mes,580 m²,https://www.pisos.com/alquilar/casa-parc_central08173-48342449117_101800/,Anuncio actualizado el 08/12/2024,"E, E","E, E",barcelona,580 m²,,6,6,,,Entre 10 y 20 años,,IF76306-I-00L3OH-W-02X4I4,1,,,,,,,Central,N/A,,N/A,1,,,,,,,N/A,Privado,Propia,,,,N/A,N/A,1.300 m²,,,,,,,,,,,
Apartamento en Avinguda Diagonal,Engel & Völkers MMC Barcelona,23 €/m²,4.500 €/mes,188 m²,https://www.pisos.com/alquilar/apartamento-sant_gervasi_galvany08021-50093623657_101800/,Anuncio actualizado el 04/12/2024,"E, E","E, E",barcelona,188 m²,,4,3,,,Más de 50 años,,IF76306-I-00L5E8-W-02XRSG,,,,,,,,Central,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Apartamento en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,26 €/m²,1.700 €/mes,65 m²,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08008-51693548934_101800/,Anuncio actualizado el 12/02/2025,"E, E","E, E",barcelona,65 m²,,1,1,6ª,,,,IF76306-I-00L7HH-W-02YRW4,1,,,,,,,Central,N/A,,N/A,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Dúplex en La Vila de Gràcia,Engel & Völkers MMC Barcelona,22 €/m²,1.850 €/mes,82 m²,https://www.pisos.com/alquilar/duplex-la_vila_de_gracia08012-50889296071_101800/,Anuncio actualizado el 10/02/2025,"E, E","E, E",barcelona,82 m²,,2,2,,,,,IF76306-I-00L6UO-W-02YC2K,1,,,,,,,Central,N/A,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,
Ático en Carrer de Santa Rosalia,AgencySL,13 €/m²,2.600 €/mes,192 m²,https://www.pisos.com/alquilar/atico-el_guinardo08032-36720645058_525584/,Anuncio actualizado el 07/02/2025,"C, C","C, C",barcelona,192 m²,192 m²,3,2,4ª,N/A,,Reformado,525584-SL0197,Más de 2,N/A,Parquet,N/A,PVC,,Frío y calor,Eléctrica,N/A,N/A,N/A,,,,,,,,N/A,,,,N/A,N/A,N/A,,,,,,,,,N/A,,,,
Apartamento en L'Antiga Esquerra de l'Eixample,Engel & Völkers MMC Barcelona,24 €/m²,2.200 €/mes,90 m²,https://www.pisos.com/alquilar/apartamento-antiga_esquerra_de_eixample08007-51717210568_101800/,Anuncio actualizado el 17/02/2025,"E, E","E, E",barcelona,90 m²,,3,2,,,Más de 50 años,,IF76306-I-00L7N8-W-02YVX1,1,,,,,,,Central,N/A,,N/A,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Ctra. de Santpedor-Bases de Manresa,PISOS DEL BAGES,9 €/m²,750 €/mes,80 m²,https://www.pisos.com/alquilar/piso-ctra_de_santpedor_bases_de_manresa08242-51752976064_101300/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,80 m²,74 m²,3,2,,,Entre 20 y 30 años,,API122-PIS553,,,,,,,,N/A,,,,,,,,N/A,,,,,,Este,,,N/A,,,,,,,,,,,,,
Ático en El Barri Gòtic,Engel & Völkers MMC Barcelona,27 €/m²,2.350 €/mes,85 m²,https://www.pisos.com/alquilar/atico-el_barri_gotic08002-50079483296_101800/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,85 m²,,2,2,1ª,,,,IF76306-I-00L60P-W-02Y4YQ,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Canet de Mar,Engel & Völkers MMC Barcelona,9 €/m²,2.000 €/mes,220 m²,https://www.pisos.com/alquilar/casa-canet_de_mar_centro_urbano-51738304719_101800/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,220 m²,,3,3,,,Más de 50 años,,IF76306-I-00L7H3-W-02YRRW,,,,,,,,Central,N/A,,,,,,,,,,N/A,Privado,,,,,N/A,,,,,,,,,,,,,
Piso en Centre Històric,LA LLAR IMMOBILIÀRIA,10 €/m²,950 €/mes,93 m²,https://www.pisos.com/alquilar/piso-vic_centre_historic-50907942322_116000/,Anuncio actualizado el 20/02/2025,"A, A","A, A",barcelona,93 m²,75 m²,3,2,1ª,N/A,Menos de 5 años,En buen estado,1160-099872,2,,Gres,N/A,Madera,,Frío y calor,N/A,N/A,N/A,,,N/A,,,N/A,,,N/A,Privado,,Sureste,N/A,,,,,,,,,,,,,,,
Casa en Sant Vicenç de Montalt,Engel & Völkers MMC Barcelona,9 €/m²,6.000 €/mes,642 m²,https://www.pisos.com/alquilar/casa-sant_vicenc_de_montalt_centro_urbano-41724877891_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,barcelona,642 m²,,7,5,,,Más de 50 años,,IF76306-I-00KVPP-W-02UNS0,,,,,,,,Central,N/A,,N/A,1,,,,,,,,Privado,Propia,,,,N/A,N/A,6.053 m²,,,,,,,,,,,
Piso en Centre Històric,LA LLAR IMMOBILIÀRIA,11 €/m²,1.100 €/mes,100 m²,https://www.pisos.com/alquilar/piso-vic_centre_historic-50862821785_116000/,Anuncio actualizado el 20/02/2025,"A, A","A, A",barcelona,100 m²,84 m²,2,2,1ª,N/A,Menos de 5 años,En buen estado,1160-099869,2,,Gres,N/A,Madera,,Frío y calor,N/A,N/A,N/A,,,N/A,,,N/A,,,N/A,Privado,,Sureste,N/A,,,,,,,,,,,,,,,
Apartamento en Carrer de Joan Miró,Engel & Völkers MMC Barcelona,26 €/m²,2.485 €/mes,94 m²,https://www.pisos.com/alquilar/apartamento-esplugues_de_llobregat_centro_urbano08950-49259895496_101800/,Anuncio actualizado el 04/11/2024,"A, A","A, A",barcelona,94 m²,,2,2,,,Menos de 5 años,,IF76306-I-00L4I0-W-02XN0Q,1,,,,,,,Central,N/A,,,1,,,,N/A,,,N/A,,Propia,,,,,N/A,,,,,,,,,,,,
Apartamento en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,47 €/m²,3.300 €/mes,70 m²,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08010-50908258313_101800/,Anuncio actualizado el 30/01/2025,"A, A","A, A",barcelona,70 m²,,1,1,2ª,,Entre 5 y 10 años,,IF76306-I-00L71U-W-02YHTB,1,,,,,,,Central,N/A,,N/A,,,,,N/A,,,,,Propia,,,,N/A,,,,,,,,,,,,,
Casa en Levantina-Montgavina-Sitges,LIVING Luxury Real Estate. Barcelona,13 €/m²,3.900 €/mes,290 m²,https://www.pisos.com/alquilar/casa-llevantina_montgavina_quint_mar_garraf08872-50012750946_109100/,Anuncio actualizado el 16/01/2025,"F, F","F, F",barcelona,290 m²,220 m²,5,3,,,,,FE42-289491,,,Parket,,Aluminio,,Con bomba de calor,Eléctrica,,,,,,,,N/A,,,N/A,N/A,N/A,Sureste,,,,,,,,,,,,,,,,
Apartamento en Carrer de la Palla,Engel & Völkers MMC Barcelona,22 €/m²,2.500 €/mes,112 m²,https://www.pisos.com/alquilar/apartamento-el_barri_gotic08002-48390317629_101800/,Anuncio actualizado el 25/10/2024,"A, A","A, A",barcelona,112 m²,,3,2,1ª,,Entre 5 y 10 años,,IF76306-I-00L47K-W-02XJL6,1,,,,,,,Central,N/A,,N/A,,,,,N/A,,,N/A,,,,,,N/A,,,,,,,,,,,,,
Ático en Carrer de la Diputació,AgencySL,31 €/m²,2.500 €/mes,80 m²,https://www.pisos.com/alquilar/atico-la_dreta_de_eixample08007-50874618864_525584/,Anuncio actualizado el 07/02/2025,"B, B","B, B",barcelona,80 m²,72 m²,2,2,7ª,N/A,Entre 30 y 50 años,Reformado,525584-SL0364,2,N/A,Parquet,N/A,PVC,,Frío y calor,Eléctrica,N/A,N/A,,,N/A,,N/A,N/A,,,N/A,,,Sur,N/A,,N/A,,,,,,,,,,,,,
Apartamento en Sarrià,Engel & Völkers MMC Barcelona,30 €/m²,2.550 €/mes,85 m²,https://www.pisos.com/alquilar/apartamento-sarria_sant_gervasi_sarria08017-49261161085_101800/,Anuncio actualizado el 21/11/2024,"E, E","E, E",barcelona,85 m²,,2,2,,,,,IF76306-I-00L537-W-02XW0G,,,,,,,,Central,N/A,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Piso en Carrer del Rubidi,ALL 4 FLAT,20 €/m²,1.250 €/mes,61 m²,https://www.pisos.com/alquilar/piso-sanfeliu-51677300884_518209/,Anuncio actualizado el 04/02/2025,"D, D","D, D",barcelona,61 m²,55 m²,3,1,1ª,,Más de 50 años,Reformado,518209-002843F,,,Gres,N/A,PVC,,,,Nueva cocina americana,N/A,N/A,,,N/A,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,
Apartamento en Diagonal Mar-El Front Marítim del Poblenou,Engel & Völkers MMC Barcelona,26 €/m²,2.700 €/mes,102 m²,https://www.pisos.com/alquilar/apartamento-diagonal_mar_el_front_maritim_del_poblenou08019-51719504012_101800/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,102 m²,,2,2,1ª,,,,IF76306-I-00L7OB-W-02YT1P,1,,,,,,,Central,N/A,,,1,,,,N/A,,,N/A,Privado,Propia,,,,N/A,,,,,,,,,,,,,
Apartamento en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,18 €/m²,4.500 €/mes,238 m²,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08010-43356486430_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,barcelona,238 m²,,3,2,1ª,,,,IF76306-I-00KXYP-W-02VGCA,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,
Apartamento en Carrer de la Mestrança,Engel & Völkers MMC Barcelona,54 €/m²,1.800 €/mes,33 m²,https://www.pisos.com/alquilar/apartamento-sant_pere_santa_caterina_la_ribera08003-48368944705_101800/,Anuncio actualizado el 25/10/2024,"D, D","D, D",barcelona,33 m²,,1,1,4ª,,,,IF76306-I-00L48M-W-02XJV4,1,,,,,,,Central,N/A,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Casa en Carrer del Camí de Santa Elena,"FINQUES MAJES 2000, S.L.",17 €/m²,15.000 €/mes,858 m²,https://www.pisos.com/alquilar/casa-cabrera_de_mar_centro_urbano-45920655522_501506/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,858 m²,649 m²,7,8,,,Más de 50 años,En buen estado,501506-B11561/2,Más de 2,,Parquet,,Madera,,Frío,Gas natural,N/A,N/A,,Más de 2,,,,,,,,Privado,Propia,Sur,,,,,5.915 m²,,4,,,,,,,N/A,N/A,
Piso en Carrer de Sepúlveda,IMMOMAX,32 €/m²,1.600 €/mes,50 m²,https://www.pisos.com/alquilar/piso-eixample_sant_antoni08015-50041006601_109300/,Anuncio actualizado el 20/12/2024,Error al procesar consumo,Error al procesar emisiones,barcelona,50 m²,50 m²,2,1,1ª,N/A,,,EP950-16980,,,,,,,,,,,,,,,,N/A,,,,,,,,,N/A,,,,,Más de 100 €,,,,,,,,
Apartamento en El Fort Pienc,Engel & Völkers MMC Barcelona,25 €/m²,1.750 €/mes,68 m²,https://www.pisos.com/alquilar/apartamento-el_fort_pienc08013-51719286492_101800/,Anuncio actualizado el 12/02/2025,"G, G","G, G",barcelona,68 m²,,2,1,,,,,IF76306-I-00L7HB-W-02YRN5,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,44 €/m²,8.000 €/mes,178 m²,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08010-44265484037_101800/,Anuncio actualizado el 31/05/2024,"B, A","B, A",barcelona,178 m²,,3,3,2ª,,Más de 50 años,,IF76306-I-00KZH9-W-02W09U,1,,,,,,,Central,N/A,,N/A,,,,,N/A,,,N/A,,Propia,,,,,N/A,,,,,,,,,,,,
Casa unifamiliar en Valldoreix,Grup Tecnocasa Sant Cugat,28 €/m²,2.850 €/mes,100 m²,https://www.pisos.com/alquilar/casa_unifamiliar-sant_cugat_del_valles_valldoreix08197-51757559026_100200/,Anuncio actualizado el 14/02/2025,"E, E","E, E",barcelona,100 m²,,3,1,,,Más de 50 años,En buen estado,TC423-604467,,,,,,,N/A,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,Unifamiliar
Piso en Pep Ventura,FINCAS INTER-HOGAR Barcelona,8 €/m²,1.270 €/mes,142 m²,https://www.pisos.com/alquilar/piso-gorg_progres_pep_ventura08912-50908199851_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,142 m²,67 m²,4,1,Bajo,,Entre 20 y 30 años,,SA5805-Spepventura-06/12415,,,,,,,N/A,,,,,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,,,,,,,
Apartamento en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,25 €/m²,4.650 €/mes,181 m²,https://www.pisos.com/alquilar/apartamento-la_dreta_de_eixample08007-48431179177_101800/,Anuncio actualizado el 27/01/2025,"C, B","C, B",barcelona,181 m²,,5,3,3ª,,Más de 50 años,,IF76306-I-00L4E6-W-02XJ1T,,,,,,,,Central,,,,1,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Ático en Avinguda del Portal de l'Àngel,Pia,22 €/m²,2.782 €/mes,121 m²,https://www.pisos.com/alquilar/atico-el_barri_gotic08002-51668305957_520471/,Anuncio actualizado el 10/02/2025,"C, C","C, C",barcelona,121 m²,106 m²,3,2,7ª,N/A,,En buen estado,520471-101722,Más de 2,N/A,Parquet,N/A,Aluminio,,Frío y calor,Gas natural,N/A,N/A,,,N/A,N/A,,N/A,N/A,N/A,N/A,,,Sureste,N/A,,N/A,,,,,,,N/A,,,,,,
Apartamento en Sant Gervasi-Galvany,Engel & Völkers MMC Barcelona,28 €/m²,2.545 €/mes,90 m²,https://www.pisos.com/alquilar/apartamento-sant_gervasi_galvany08021-49172446113_101800/,Anuncio actualizado el 08/11/2024,"D, C","D, C",barcelona,90 m²,,2,1,1ª,,Más de 50 años,,IF76306-I-00L4NJ-W-02XPOP,1,,,,,,,Central,N/A,,N/A,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Casa en Carrer de l'Abadessa Olzet,Engel & Völkers MMC Barcelona,31 €/m²,16.000 €/mes,511 m²,https://www.pisos.com/alquilar/casa-pedralbes08034-33396296012_101800/,Anuncio actualizado el 21/05/2024,"C, C","C, C",barcelona,511 m²,,5,4,,,Más de 50 años,,IF76306-I-00KKS5-W-02S3OG,1,,,,,,,Central,N/A,,N/A,1,,,,,,,,Privado,Propia,Sur,,,N/A,N/A,985 m²,,,,,,,,,,,
Piso en Font Dels Capellans,finques GALI,10 €/m²,630 €/mes,60 m²,https://www.pisos.com/alquilar/piso-manresa_sagrada_familia08243-51721995910_106700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,60 m²,50 m²,2,1,,,,,IFC128-PIS_2154,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Casa en Pedralbes,Konectas.com,9 €/m²,3.200 €/mes,332 m²,https://www.pisos.com/alquilar/casa-pedralbes08034-51694684948_100500/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,332 m²,280 m²,5,6,,,Entre 20 y 30 años,,SA5251-KON06379/2837,1,,Parquet,,,,N/A,Gas natural,,N/A,,1,,N/A,N/A,,,,N/A,,,Sur,,,,N/A,120 m²,,,,,,,,,,,
Piso en Sant Antoni,IMMOMAX,32 €/m²,1.300 €/mes,40 m²,https://www.pisos.com/alquilar/piso-eixample_sant_antoni08015-50025075804_109300/,Anuncio actualizado el 01/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,40 m²,40 m²,1,1,1ª,N/A,,,EP950-17013,,,,,,,,,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,,,Más de 100 €,N/A,,,,,,,
Apartamento en Esplugues de Llobregat,Engel & Völkers MMC Barcelona,25 €/m²,2.150 €/mes,86 m²,https://www.pisos.com/alquilar/apartamento-esplugues_de_llobregat_centro_urbano08950-51696274751_101800/,Anuncio actualizado el 13/02/2025,"A, A","A, A",barcelona,86 m²,,2,2,,,Menos de 5 años,,IF76306-I-00L786-W-02YNRG,1,,,,,,,Central,N/A,,,1,,,,N/A,,,,Privado,Propia,,,,,N/A,,,,,,,,,,,,
Apartamento en Carrer de Lluís Millet,Engel & Völkers MMC Barcelona,14 €/m²,2.490 €/mes,170 m²,https://www.pisos.com/alquilar/apartamento-esplugues_de_llobregat_centro_urbano08950-50860799867_101800/,Anuncio actualizado el 10/02/2025,"E, F","E, F",barcelona,170 m²,,5,3,,,Entre 30 y 50 años,,IF76306-I-00L6XH-W-02YIT8,1,,,,,,,Central,N/A,,N/A,1,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Casa rústica en Castellví de la Marca,Engel & Völkers MMC Barcelona,8 €/m²,5.995 €/mes,697 m²,https://www.pisos.com/alquilar/casa_rustica-castellvi_de_la_marca_centro_urbano-50910231779_101800/,Anuncio actualizado el 27/01/2025,"E, E","E, E",barcelona,697 m²,,8,12,,,Más de 50 años,,IF76306-I-00L6VI-W-02YED8,1,,,,,,,Central,N/A,,N/A,,,,,,,,N/A,Privado,Propia,,,,N/A,N/A,746 m²,,,,,,,,,,,Rústica
