nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie solar,Baños,Antigüedad,Referencia,Superficie útil,Habitaciones,Planta,Armarios empotrados,Tipo suelo,Aire acondicionado,Calefacción,Comedor,Ascensor,Terraza,Agua,Puerta blindada,Jardín,Cocina equipada,Lavadero,Orientación,Exterior,Conservación,Gastos de comunidad,Carpintería interior,Carpintería exterior,Portero automático,Adaptado a personas con movilidad reducida,Balcón,Soleado,Se aceptan mascotas,Amueblado,Tipo de casa,Garaje,Sistema de seguridad,Piscina,Chimenea,Vidrios dobles,Gas,Trastero,Teléfono,Interior,Urbanizado,Calle alumbrada,Calle asfaltada
Piso en Carrer de Güell i Ferrer,FINQUES ENRIC,1.403 €/m²,320.000 €,228 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-50869948717_100500/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),228 m²,,2,Entre 20 y 30 años,SA5788-6099,210 m²,3,,,,N/A,,,,,,,,,,Sur,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Francesc Planas i Casals,FABRA CONSULTORS,3.690 €/m²,239.900 €,65 m²,https://www.pisos.com/comprar/piso-casagemes_canyado08911-49248560068_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),65 m²,,1,Más de 50 años,SA4270-2024-0078/9908,,1,2ª,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de Còrdova,Aliseda Inmobiliaria,856 €/m²,60.800 €,71 m²,https://www.pisos.com/comprar/piso-sant_roc-41700969784_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),71 m²,,1,,AN1-ANT00030663371,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'Isaac Albéniz,FINCAS BERNAL,2.431 €/m²,248.000 €,102 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-50915582272_528265/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),102 m²,,2,Entre 20 y 30 años,4528265-BADALONA1,91 m²,3,2ª,,,Frío y calor,Gas natural,N/A,N/A,N/A,,N/A,,N/A,N/A,Sur,N/A,En buen estado,,,,,,N/A,N/A,,,,1,,,,,,,,,,,
Ático en Gorg-Progrés-Pep Ventura,Engel & Völkers MMC Barcelona,6.666 €/m²,640.000 €,96 m²,https://www.pisos.com/comprar/atico-gorg_progres_pep_ventura08912-50917808612_101800/,Anuncio actualizado el 03/02/2025,"B, B","B, B",badalona (BCN),96 m²,,2,Entre 5 y 10 años,IF76306-I-00YZYV-W-02YEQ5,,2,6ª,,,,Central,,N/A,N/A,,,,,,,,,,,,,,,,,,,1,,Propia,,,,,,,,,
Piso en Montigala,SAM GRUPO M,2.653 €/m²,199.000 €,75 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-50901582583_100500/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),75 m²,,1,,SA4980-INMO_123/10877,,3,2ª,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de Marià Benlliure,FINQUES ENRIC,1.562 €/m²,125.000 €,80 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-50853333722_100500/,Anuncio actualizado el 03/02/2025,"G, G","G, G",badalona (BCN),80 m²,,1,Entre 30 y 50 años,SA5788-6009,75 m²,3,4ª,,,,,,,,,,,,,Sur,N/A,En buen estado,Entre 40 y 60 €,,,,,N/A,,,,,,,,,,,,,,,,
Piso en calle *,URBENIA,4.705 €/m²,320.000 €,68 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-5081262871_109700/,Anuncio actualizado el 19/12/2024,"A, A","A, A",badalona (BCN),68 m²,,1,,EP1014-21650200,,2,1ª,,,,,,,N/A,,,,,,,,A estrenar,,,,,,,,,,,N/A,,,,,,,,,,,
"Piso en Llefia, Badalona","Punt Sagrada Família, S.L.",2.208 €/m²,159.000 €,72 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-50005764988_103700/,Anuncio actualizado el 17/02/2025,"F, F","F, F",badalona (BCN),72 m²,,1,Más de 50 años,BLU5-LCB34092,,3,,,,,N/A,,,,,,,,,,N/A,En buen estado,,,,,,N/A,,N/A,,,,,,,,,,,,,,
Apartamento en Centre,Engel & Völkers MMC Barcelona,5.009 €/m²,551.000 €,110 m²,https://www.pisos.com/comprar/apartamento-badalona_centre08912-20047935540_101800/,Anuncio actualizado el 21/05/2024,"A, A","A, A",badalona (BCN),110 m²,,2,Menos de 5 años,IF76306-I-00V4CL-W-02NFPA,,3,2ª,1,,,Central,,N/A,N/A,,,,N/A,,Este,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'Eduard Maristany,FINQUES ENRIC,3.928 €/m²,440.000 €,112 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-51766301615_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",badalona (BCN),112 m²,,2,Entre 10 y 20 años,SA5788-6148,90 m²,3,1ª,1,,N/A,,,N/A,,,,,,,Sur,N/A,En buen estado,Entre 80 y 100 €,,,,N/A,N/A,,,,,1,,,,,,,,,,,
Apartamento en Port,Engel & Völkers MMC Barcelona,6.462 €/m²,698.000 €,108 m²,https://www.pisos.com/comprar/apartamento-badalona_port08918-41699878711_101800/,Anuncio actualizado el 21/05/2024,"A, A","A, A",badalona (BCN),108 m²,,2,,IF76306-I-00XZRW-W-02UU64,,3,2ª,1,,,Central,,N/A,N/A,,,,N/A,,,,,,,,,,,,,,,1,,Propia,,,,,,,,,
Casa en Canyet,PROMOCAT BDN IMMOBILIÀRIA SL,1.674 €/m²,675.000 €,403 m²,https://www.pisos.com/comprar/casa-canyet_mas_ram-39169790796_421900/,Anuncio actualizado el 18/02/2025,"F, E","F, E",badalona (BCN),403 m²,780 m²,3,Entre 30 y 50 años,4219-003186,403 m²,5,,,Gres,,Gas natural,N/A,,N/A,,N/A,Privado,N/A,,,,En buen estado,,N/A,Aluminio,,,,,,,,2,,Propia,N/A,,,,,,N/A,N/A,N/A
Piso en Carrer de l'Estrella,Aliseda Inmobiliaria,2.730 €/m²,273.000 €,100 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-41671460377_105900/,Anuncio actualizado el 09/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),100 m²,,2,,AN1-ANT00030678768,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carretera de la Mena,Aliseda Inmobiliaria,1.564 €/m²,87.600 €,56 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-41725380543_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),56 m²,,1,,AN1-ANT00030678713,,3,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Centre,Engel & Völkers MMC Barcelona,3.506 €/m²,1.350.000 €,385 m²,https://www.pisos.com/comprar/casa_adosada-badalona_centre08911-1758709867_101800/,Anuncio actualizado el 21/05/2024,"D, C","D, C",badalona (BCN),385 m²,312 m²,3,Más de 50 años,IF76306-I-00SHAS-W-02FTV4,,5,,,,,Central,,,,,,Privado,N/A,N/A,,,,,,,,,,,,,Adosada,1,,,,,,N/A,,,,,
Casa en Centre,PROMOCAT BDN IMMOBILIÀRIA SL,714 €/m²,510.000 €,714 m²,https://www.pisos.com/comprar/casa-badalona_centre08912-48394250439_421900/,Anuncio actualizado el 18/02/2025,"G, G","G, G",badalona (BCN),714 m²,400 m²,3,Más de 50 años,4219-003224,700 m²,6,,,Gres,Frío,Gas natural,2 comedores de 50 m ² cada uno,,Terraza de 15 m ² + terrado de 120 m²,,,,"2 cocinas , una office y la otra americana",Arriba en el terrado,Al mar,,En buen estado,,Embero,Aluminio,,,,,,,,,,,,,En el segundo piso,,,,,,
Piso en Carrer de Santa Joana de Lestonnac,CICLOACTIVOS S.L.,892 €/m²,58.000 €,65 m²,https://www.pisos.com/comprar/piso-llefia_artigues-855521335_991803/,Anuncio actualizado el 12/06/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),65 m²,,1,Más de 50 años,4991803-31071,60 m²,3,3ª,,,,,,,,,,,,,Sur,,A reformar,,,,,,,,,,,,,,,,,,,,,,
Casa en Pep Ventura,PROMOCAT BDN IMMOBILIÀRIA SL,2.357 €/m²,660.000 €,280 m²,https://www.pisos.com/comprar/casa-gorg_progres_pep_ventura-45059107506_421900/,Anuncio actualizado el 18/02/2025,"E, E","E, E",badalona (BCN),280 m²,157 m²,3,Entre 30 y 50 años,4219-003206,280 m²,4,,Empotrados en hab,Mármol,N/A,N/A,50m² ext a patio,,Terrado arriba de 25m²,,N/A,N/A,Office de 25m² ext a balcón,,Barcelona,,Reformado,,Roble,Aluminio,,,,,,,,,,,,,Natural,,,,,,
Piso en Avinguda del Marquès de Mont-Roig,Aliseda Inmobiliaria,1.076 €/m²,76.400 €,71 m²,https://www.pisos.com/comprar/piso-sant_roc-41666985703_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),71 m²,,1,,AN1-ANT00030678389,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Arzobispo Doctor Modrego,Aliseda Inmobiliaria,2.089 €/m²,140.000 €,67 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08918-41676388426_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),67 m²,,1,,AN1-ANT00030678865,,3,,,,,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Ático en Gorg,URBENIA,5.877 €/m²,670.000 €,114 m²,https://www.pisos.com/comprar/atico-gorg_progres_pep_ventura08912-49191731720_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),114 m²,,2,,EP1014-97724,96 m²,4,6ª,,,,,,N/A,Terraza y balcon,,,,,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Montserrat,Inmobiliaria Alfa Nova Badalona,2.368 €/m²,134.990 €,57 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-50881866901_101000/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),57 m²,,1,,AF199-2232/168,,3,,,,Frío,,,,,,N/A,,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,"ESTUDI PROJECTE DE LA SALUT, S.L.U.",2.448 €/m²,120.000 €,49 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-50860787696_100200/,Anuncio actualizado el 18/02/2025,"F, F","F, F",badalona (BCN),49 m²,,1,Más de 50 años,TC704-606473,,2,,,,,,,,N/A,,,Comunitario,N/A,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sicília,FINCAS BERNAL,2.721 €/m²,215.000 €,79 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-48383924487_528265/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),79 m²,,1,Entre 30 y 50 años,4528265-000010,75 m²,3,Entresuelo,,,Frío y calor,Gas natural,N/A,,,,,,N/A,N/A,,,En buen estado,Entre 40 y 60 €,,,,,N/A,N/A,,,,,,,,,N/A,,,N/A,,,
Apartamento en Gorg-Progrés-Pep Ventura,Engel & Völkers MMC Barcelona,4.611 €/m²,415.000 €,90 m²,https://www.pisos.com/comprar/apartamento-gorg_progres_pep_ventura08912-48395496916_101800/,Anuncio actualizado el 10/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),90 m²,,2,Entre 5 y 10 años,IF76306-I-00YPEM-W-02WY4X,,2,1ª,1,,,Central,,N/A,,,,,,,,,,,,,,,,,,,,1,,Propia,,,,,,,,,
"Chalet en Carrer del Tamariu, 17",IAD ESPAÑA,2.608 €/m²,660.000 €,253 m²,https://www.pisos.com/comprar/chalet-canyet_mas_ram08916-51726493241_108700/,Anuncio actualizado el 14/02/2025,"F, E","F, E",badalona (BCN),253 m²,641 m²,3,Entre 30 y 50 años,UVC882-31884,253 m²,4,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Piso en Carrer de Pablo Iglesias,Aliseda Inmobiliaria,1.111 €/m²,70.000 €,63 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-41737799651_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),63 m²,,1,,AN1-ANT00030678520,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Bufalà,LH INMOBILIARIA,2.901 €/m²,235.000 €,81 m²,https://www.pisos.com/comprar/piso-bonavista_bufala08915-51667121763_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),81 m²,,1,Entre 10 y 20 años,SA388-LH-1-23515/2734,70 m²,3,3ª,,,,Gas natural,,N/A,,,N/A,,,,Suroeste,,,,,,,,N/A,,,,,1,,,,,,,,,,,
Piso en Carrer d'Orió,WEST SIDE,1.890 €/m²,121.000 €,64 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-51698485291_100500/,Anuncio actualizado el 17/02/2025,"D, D","D, D",badalona (BCN),64 m²,,1,Más de 50 años,SA3620-0760-678-895-V,60 m²,3,Bajo,,,,,,,,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del President Companys,Hi Homie,3.780 €/m²,397.000 €,105 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-51707229622_100500/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),105 m²,,2,Más de 50 años,SA3398-PresindetCompanys,90 m²,3,1ª,,,Frío,Gas natural,,N/A,,,,,Cocina amueblada,N/A,,N/A,Reformado,Entre 60 y 80 €,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de Madrid,Aliseda Inmobiliaria,2.230 €/m²,116.000 €,52 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-41696893718_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),52 m²,,1,,AN1-ANT00047720719,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Pau Piferrer,Aliseda Inmobiliaria,1.455 €/m²,115.000 €,79 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-41757346111_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),79 m²,,2,,AN1-ANT00030665184,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaça de Trafalgar,Aliseda Inmobiliaria,2.137 €/m²,171.000 €,80 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-41685579617_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),80 m²,,1,,AN1-ANT00030663008,,2,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Cuba,Aliseda Inmobiliaria,1.245 €/m²,76.000 €,61 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-50887940258_104500/,Anuncio actualizado el 02/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),61 m²,,1,,ASR1-SRB0000039354,,2,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,N/A,,,,,
Piso en Casagemes,PROMOCAT BDN IMMOBILIÀRIA SL,4.250 €/m²,425.000 €,100 m²,https://www.pisos.com/comprar/piso-badalona_centre-32520795721_421900/,Anuncio actualizado el 18/02/2025,"G, G","G, G",badalona (BCN),100 m²,,2,Más de 50 años,4219-003141,85 m²,3,9ª,2,Terrazo,Frío,Gas natural,N/A,N/A,,,N/A,,N/A,,Al mar,N/A,En buen estado,Más de 100 €,N/A,Madera,N/A,,N/A,N/A,,,,,,,,,N/A,,,,,,
Piso en Carrer de Nàpols,Aliseda Inmobiliaria,1.786 €/m²,109.000 €,61 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-47562906871_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),61 m²,,1,,AN1-ANT00030678798,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Cuba,Aliseda Inmobiliaria,2.109 €/m²,154.000 €,73 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-45049051375_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),73 m²,,1,,AN1-ANT00030678568,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en La Salut-Lloreda-Sistrells,MONAPART,3.173 €/m²,365.000 €,115 m²,https://www.pisos.com/comprar/duplex-la_salut_lloreda_sistrells08914-5021783859_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),115 m²,,2,,IF76872-MC0012-4414,,3,4ª,,Gres,,,,,N/A,,,,,,,,A estrenar,,,PVC,,,N/A,,,,,,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,JS INMOBILIARIA.,1.653 €/m²,43.000 €,26 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-50860011011_101800/,Anuncio actualizado el 31/01/2025,"G, G","G, G",badalona (BCN),26 m²,,1,Más de 50 años,IF77150-43k,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Príncep d'Astúries,FINQUES ENRIC,2.487 €/m²,298.500 €,120 m²,https://www.pisos.com/comprar/piso-sant_roc-50859881226_100500/,Anuncio actualizado el 04/02/2025,"F, F","F, F",badalona (BCN),120 m²,,2,Entre 20 y 30 años,SA5788-6129,117 m²,4,,,,,,,N/A,N/A,,,,,,Sur,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Madrid,Aliseda Inmobiliaria,1.870 €/m²,93.500 €,50 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-41752056177_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),50 m²,,1,,AN1-ANT00030678451,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Jerez de la Frontera,Aliseda Inmobiliaria,1.159 €/m²,80.000 €,69 m²,https://www.pisos.com/comprar/piso-sant_roc-41741534987_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),69 m²,,1,,AN1-ANT00030651841,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Balmes,Aliseda Inmobiliaria,1.391 €/m²,103.000 €,74 m²,https://www.pisos.com/comprar/piso-llefia_artigues08918-41722200238_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),74 m²,,1,,AN1-ANT00030678924,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Carrer del Garbí,FINQUES ENRIC,2.848 €/m²,675.000 €,237 m²,https://www.pisos.com/comprar/casa_adosada-montigala_sant_crist08917-51742919450_100500/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),237 m²,100 m²,3,Entre 20 y 30 años,SA5788-6141,215 m²,4,,1,,N/A,,,,N/A,,,N/A,,,Norte,,En buen estado,,,,,,,,,,Adosada,1,,,,,,N/A,,,,,
Piso en Bonavista-Bufalà,FINQUES ENRIC,3.050 €/m²,359.900 €,118 m²,https://www.pisos.com/comprar/piso-bonavista_bufala08915-50900900863_100500/,Anuncio actualizado el 04/02/2025,"D, D","D, D",badalona (BCN),118 m²,,2,Entre 10 y 20 años,SA5788-6077,110 m²,4,3ª,1,,N/A,,,N/A,,,,,,,Norte,N/A,En buen estado,Entre 60 y 80 €,,,,N/A,N/A,,,,,1,,,,,,N/A,,,,,
Casa en Carrer d'Àrtemis,FABRA CONSULTORS,2.102 €/m²,595.000 €,283 m²,https://www.pisos.com/comprar/casa-bonavista_bufala08916-29218516765_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),283 m²,,3,Entre 20 y 30 años,SA4270-2025-0009/9908,,4,,1,,N/A,,,,N/A,,,,,,Norte,,,Entre 20 y 40 €,,,,,,,,,,1,N/A,,,,,,,,N/A,,
Piso en La Salut-Lloreda-Sistrells,JS INMOBILIARIA.,1.142 €/m²,40.000 €,35 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-51741964516_101800/,Anuncio actualizado el 15/02/2025,"G, G","G, G",badalona (BCN),35 m²,,1,Más de 50 años,IF77150-40k,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Carrer de Joan Dàustria, nº .",Housfy real Estate,3.076 €/m²,239.990 €,78 m²,https://www.pisos.com/comprar/piso-morera_pomar08915-48357687006_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),78 m²,,1,,EP442-823541,78 m²,3,1ª,,,N/A,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Llefià-Artigues,"ESTUDI PROJECTE DE LA SALUT, S.L.U.",1.742 €/m²,176.000 €,101 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-50913346534_100200/,Anuncio actualizado el 18/02/2025,"D, D","D, D",badalona (BCN),101 m²,,1,Más de 50 años,TC704-605488,,4,2ª,,Gres,,,,,,,,,N/A,,,,A reformar,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de Cervantes,"Punt Sagrada Família, S.L.",3.422 €/m²,397.000 €,116 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-50923978098_103700/,Anuncio actualizado el 17/02/2025,"F, F","F, F",badalona (BCN),116 m²,,2,Entre 20 y 30 años,BLU5-LCB34474,103 m²,4,,,,,N/A,,N/A,,,,,,,,N/A,En buen estado,,,,,,N/A,,N/A,,,N/A,,,,,,,,,,,
Piso en Llefià-Artigues,PROMOCAT BDN IMMOBILIÀRIA SL,2.900 €/m²,290.000 €,100 m²,https://www.pisos.com/comprar/piso-llefia_artigues-25022863880_421900/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),100 m²,,2,Entre 30 y 50 años,4219-003102,95 m²,3,1ª,,Parquet,Frío y calor,Gas natural,N/A,N/A,N/A,,N/A,,N/A,,,N/A,Reformado,N/A,N/A,Aluminio,N/A,,,,,,,1,,,,,N/A,,,,,,
Piso en Sistrells,URBENIA,1.893 €/m²,125.000 €,66 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-47512094001_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),66 m²,,1,,EP1014-94812,,3,,,,,,,,,,,,,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Xile,Aliseda Inmobiliaria,1.217 €/m²,84.000 €,69 m²,https://www.pisos.com/comprar/piso-llefia_artigues08918-41677307247_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),69 m²,,1,,AN1-ANT00030678822,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Latrilla,FINQUES ENRIC,3.250 €/m²,325.000 €,100 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-50912757743_100500/,Anuncio actualizado el 04/02/2025,"F, F","F, F",badalona (BCN),100 m²,,2,Más de 50 años,SA5788-6134,90 m²,4,1ª,1,,N/A,,,N/A,,,,,,,Sur,N/A,En buen estado,Entre 40 y 60 €,,,,,N/A,,,,,,,,,,,N/A,,,,,
Piso en Carrer del Pintor Rosales,Aliseda Inmobiliaria,1.870 €/m²,108.500 €,58 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-41668178594_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),58 m²,,1,,AN1-ANT00030678884,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Floridablanca,Aliseda Inmobiliaria,1.941 €/m²,116.500 €,60 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-41704297769_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),60 m²,,1,,AN1-ANT00030678453,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda dels Vents,Hi Homie,3.481 €/m²,369.000 €,106 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-51695982277_100500/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),106 m²,,2,Entre 20 y 30 años,SA3398-Bufalà15,98 m²,3,3ª,1,Parquet,Frío,Gas natural,,N/A,,,,,,,Sur,N/A,En buen estado,Entre 60 y 80 €,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Avenida Lepant,Aliseda Inmobiliaria,1.683 €/m²,119.500 €,71 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-41710370089_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),71 m²,,1,,AN1-ANT00030647722,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Galícia,FABRA CONSULTORS,3.020 €/m²,299.000 €,99 m²,https://www.pisos.com/comprar/piso-morera_pomar08915-50013513195_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),99 m²,,2,Entre 10 y 20 años,SA4270-2024-0081/9908,74 m²,3,1ª,,,N/A,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer d'Astúries,FABRA CONSULTORS,2.178 €/m²,268.000 €,123 m²,https://www.pisos.com/comprar/piso-morera_pomar08915-45043700163_100500/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),123 m²,,1,Entre 30 y 50 años,SA4270-2024-0044/9908,104 m²,4,2ª,,,,N/A,,,N/A,,,,,,,,,Entre 80 y 100 €,,,,,N/A,,,,,,,,,,,N/A,,,,,
Piso en Llefià-Artigues,JS INMOBILIARIA.,2.298 €/m²,200.000 €,87 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-51729048541_101800/,Anuncio actualizado el 15/02/2025,"G, G","G, G",badalona (BCN),87 m²,,1,Entre 30 y 50 años,IF77150-200k,,3,6ª,1,,,Central,,N/A,,,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
