nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Aire acondicionado,Calefacción,Garaje,Terraza,Jardín,Piscina,Superficie útil,Planta,Gastos de comunidad,Tipo suelo,Trastero,Puerta blindada,Ascensor,Balcón,Orientación,Exterior,Amueblado,Carpintería interior,Vidrios dobles,Carpintería exterior,Teléfono,Cocina equipada,Comedor,Portero automático,Sistema de seguridad,Soleado,Se aceptan mascotas,Superficie solar,Urbanizado,Armarios empotrados,Gas,Lavadero,Adaptado a personas con movilidad reducida,Agua,Chimenea,Tipo de casa,Luz,Calle alumbrada,Calle asfaltada,Interior,No se aceptan mascotas
Casa en Vallirana,K&M IMMOBLES,1.311 €/m²,244.000 €,186 m²,https://www.pisos.com/comprar/casa-vallirana_centro_urbano-49178440730_109300/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),186 m²,6,2,,,EP1028-24C168,,N/A,,mtrs=20,,,186 m²,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer Primer de Maig,Aliseda Inmobiliaria,2.367 €/m²,151.500 €,64 m²,https://www.pisos.com/comprar/piso-ciutat_cooperativa_moli_nou-49204939588_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),64 m²,4,1,,,AN1-ANT00030671237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carretera d'Esplugues,O´DONELL FINQUES,3.276 €/m²,249.000 €,76 m²,https://www.pisos.com/comprar/piso-el_pedro-50874640066_101800/,Anuncio actualizado el 03/02/2025,"E, E","E, E",baix_llobregat (BCN),76 m²,3,1,Más de 50 años,,IF77012-A3677,,,,,,,,2ª,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Ático en Carrer del Centre,GROCASA,2.208 €/m²,159.000 €,72 m²,https://www.pisos.com/comprar/atico-el_prat_de_llobregat_centre-51747257519_109300/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),72 m²,3,1,Más de 50 años,,EP743-661063,,,,,,,70 m²,3ª,50,Cerámico,,N/A,,,N/A,,N/A,,,Aluminio,,Office,,,,,,,,,,N/A,,,,,,,,,
Casa en Sant Vicenç dels Horts,Engel & Völkers MMC Barcelona,1.897 €/m²,480.000 €,253 m²,https://www.pisos.com/comprar/casa-sant_vicenc_dels_horts_centro_urbano-48337744855_101800/,Anuncio actualizado el 29/10/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),253 m²,3,2,Más de 50 años,,IF76306-I-00YR9Y-W-02XCV1,,Central,1,N/A,Privado,,,,,,,,,,,,N/A,,,,,,,,,,,1.099 m²,,,,N/A,,,,,,,,,
Apartamento en Sant Joan Despí,Engel & Völkers MMC Barcelona,1.392 €/m²,390.000 €,280 m²,https://www.pisos.com/comprar/apartamento-sant_joan_despi_centro_urbano08970-48410341688_101800/,Anuncio actualizado el 31/10/2024,"G, G","G, G",baix_llobregat (BCN),280 m²,4,3,,,IF76306-I-00YRQO-W-02XM0C,,,1,N/A,,,,1ª,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,N/A,,,,,,,,,
Piso en Carrer del General Manso,Aliseda Inmobiliaria,1.746 €/m²,127.500 €,73 m²,https://www.pisos.com/comprar/piso-cornella_de_llobregat_centre-41714770664_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),73 m²,4,1,,,AN1-ANT00030683621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa en Carrer de la Farigola, 2",ESTRENUS,3.004 €/m²,616.000 €,205 m²,https://www.pisos.com/comprar/casa-el_mas_rates_la_montserratina_el_ginestar-5094196092_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),205 m²,3,3,,A estrenar,4529415-21747310,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del General Palafox,"FINQUES MAJES 2000, S.L.",3.557 €/m²,462.500 €,130 m²,https://www.pisos.com/comprar/piso-els_canyars-44198139377_501506/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),130 m²,4,2,Entre 20 y 30 años,A reformar,501506-B11540,Frío,Gas natural,1,,Comunitario,Comunitaria,112 m²,1ª,,Parquet,,N/A,N/A,,Noreste,N/A,,Roble,N/A,Aluminio,,10m²,24m²,N/A,,N/A,,,,,,,,,,,,,,,
Casa en Corbera de Llobregat,Engel & Völkers MMC Barcelona,1.318 €/m²,790.000 €,599 m²,https://www.pisos.com/comprar/casa-corbera_de_llobregat_centro_urbano-45055899978_101800/,Anuncio actualizado el 09/10/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),599 m²,6,5,Entre 30 y 50 años,,IF76306-I-00YB2S-W-02QCTX,,Central,1,,Privado,Propia,,,,,,,,,,,,,,,,,,,,,,994 m²,,,,,,,,,,,,,
Casa en calle Santa Eulalia,INMODERNA GSI,1.811 €/m²,520.000 €,287 m²,https://www.pisos.com/comprar/casa-sant_vicenc_dels_horts_centro_urbano-49265412397_101300/,Anuncio actualizado el 13/02/2025,"E, F","E, F",baix_llobregat (BCN),287 m²,5,3,Entre 20 y 30 años,,API222-BM-SANTVICENC,,N/A,,,,N/A,195 m²,,,,N/A,,,,Este,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer Primer de Maig,GUIMAR CONSULTING,3.030 €/m²,151.500 €,50 m²,https://www.pisos.com/comprar/piso-ciutat_cooperativa_moli_nou-50884571878_100500/,Anuncio actualizado el 14/01/2025,"G, E","G, E",baix_llobregat (BCN),50 m²,2,1,Más de 50 años,,SA4468-1104987/10008,,,,N/A,,,42 m²,4ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer dels Jocs Florals,MONAPART,3.271 €/m²,229.000 €,70 m²,https://www.pisos.com/comprar/piso-esplugues_de_llobregat_centro_urbano08950-48430173132_101800/,Anuncio actualizado el 27/01/2025,"G, F","G, F",baix_llobregat (BCN),70 m²,3,1,Más de 50 años,,IF76872-DV0021-4202,,Central,,,,,,2ª,,,,,,,,,,,,,,N/A,,,,,,,,1,,,,,,,,,,,
Ático en Avinguda d'Olof Palme,Engel & Völkers MMC Barcelona,4.478 €/m²,945.000 €,211 m²,https://www.pisos.com/comprar/atico-la_torre_roja_camprecios_grup_sant_jordi-43346602491_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),211 m²,4,3,Entre 10 y 20 años,,IF76306-I-00Y58D-W-02V0CJ,,Central,1,N/A,,Propia,,11ª,,,N/A,,N/A,,,,N/A,,,,,N/A,,,,,,,,1,,,,,,,,,,,
Chalet en Can Rial,MACROFINCAS S.L,1.290 €/m²,360.000 €,279 m²,https://www.pisos.com/comprar/chalet-esparreguera_centro_urbano-41700115361_100500/,Anuncio actualizado el 30/01/2025,"D, D","D, D",baix_llobregat (BCN),279 m²,4,3,Entre 20 y 30 años,,SA565-MCE5804AH/1454,,Gas natural,,N/A,N/A,Propia,129 m²,,,Gres,N/A,N/A,,,Este,,,,,,,,,,,,,438 m²,N/A,1,,,,N/A,,,,,,,
Casa adosada en Carrer de Geofred Tassio,"FINQUES MAJES 2000, S.L.",3.407 €/m²,589.440 €,173 m²,https://www.pisos.com/comprar/casa_adosada-torrelles_de_llobregat_centro_urbano-48383743290_501506/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),173 m²,3,2,Entre 10 y 20 años,A reformar,501506-B11574,,,,N/A,,,125 m²,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,Adosada,,,N/A,,
Piso en Carretera Cr Sant Boi,GROCASA,2.685 €/m²,290.000 €,108 m²,https://www.pisos.com/comprar/piso-sant_vicenc_dels_horts_centro_urbano-51724123467_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),108 m²,3,2,Entre 20 y 30 años,,EP743-632481,N/A,Centralizada,,,,Comunitaria,98 m²,3ª,,Parquet,,N/A,N/A,N/A,Se,,,,,Aluminio,,Office,,,,,,,,,,N/A,,,,,,,,,
Casa en Martorell,Engel & Völkers MMC Barcelona,1.443 €/m²,550.000 €,381 m²,https://www.pisos.com/comprar/casa-martorell_centro_urbano-25869679558_101800/,Anuncio actualizado el 21/11/2024,"D, D","D, D",baix_llobregat (BCN),381 m²,5,4,Entre 20 y 30 años,,IF76306-I-00VTB5-W-02MI7G,,Central,1,N/A,,,,,,,N/A,,,,,,,,,,,N/A,,,,,,485 m²,,1,,,,,,,,,,,
Casa en Montmar,Engel & Völkers MMC Barcelona,4.375 €/m²,3.500.000 €,800 m²,https://www.pisos.com/comprar/casa-montmar-24203959974_101800/,Anuncio actualizado el 26/07/2024,"A, A","A, A",baix_llobregat (BCN),800 m²,7,7,Entre 10 y 20 años,,IF76306-I-00VLDC-W-02OIK2,,Central,1,N/A,Privado,Propia,,,,,N/A,,,,,,N/A,,,,,N/A,,,,,,1.059 m²,,1,,N/A,,,,,,,,,
Casa en El Papiol,Engel & Völkers MMC Barcelona,2.667 €/m²,1.299.000 €,487 m²,https://www.pisos.com/comprar/casa-el_papiol_centro_urbano-13414208646_101800/,Anuncio actualizado el 07/06/2024,"D, C","D, C",baix_llobregat (BCN),487 m²,5,5,Entre 20 y 30 años,,IF76306-I-00O74C-W-023RR8,,Central,1,,Privado,Propia,,,,,,,,,,,,,,,,,,,,,,565 m²,,,,,,,,,,,,,
Casa en Can Bou,Engel & Völkers MMC Barcelona,4.174 €/m²,1.390.000 €,333 m²,https://www.pisos.com/comprar/casa-castelldefels_can_bou-45069648729_101800/,Anuncio actualizado el 28/01/2025,"D, C","D, C",baix_llobregat (BCN),333 m²,5,2,Entre 30 y 50 años,,IF76306-I-00YB4K-W-02SCQJ,,Central,1,,Privado,Propia,,,,,,,,,,,,,,,,,,,,,,1.045 m²,,,,,,,,,,,,,
Piso en Sant Feliu de Llobregat,Engel & Völkers MMC Barcelona,5.952 €/m²,1.250.000 €,210 m²,https://www.pisos.com/comprar/piso-sant_feliu_de_llobregat_centro_urbano08980-49182672808_101800/,Anuncio actualizado el 22/11/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),210 m²,4,3,Entre 10 y 20 años,,IF76306-I-00YU4S-W-02XSOX,,Central,1,N/A,,,,4ª,,,N/A,,N/A,,,,,,,,,,,,,,,,,1,,N/A,,,,,,,,,
Casa en El Poal,Engel & Völkers MMC Barcelona,3.794 €/m²,1.290.000 €,340 m²,https://www.pisos.com/comprar/casa-castelldefels_el_poal-47562287324_101800/,Anuncio actualizado el 25/09/2024,"E, E","E, E",baix_llobregat (BCN),340 m²,6,5,Entre 30 y 50 años,,IF76306-I-00YNQ4-W-02X1EX,,Central,1,N/A,Privado,Propia,,,,,N/A,,,,,,,,,,,N/A,,,,,,1.318 m²,,1,,,,,,,,,,,
Piso en Carrer Rosselló,Aliseda Inmobiliaria,112 €/m²,147.000 €,1.304 m²,https://www.pisos.com/comprar/piso-marianao-41728823010_105900/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),1.304 m²,3,1,,,AN1-ANT00030671253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Can Sellarès-Zona de l'Estació,"ESTUDIO SANI 2020, S.L",2.071 €/m²,169.900 €,82 m²,https://www.pisos.com/comprar/piso-can_sellares_zona_de_estacio-49179703036_101800/,Anuncio actualizado el 18/02/2025,"G, G","G, G",baix_llobregat (BCN),82 m²,3,1,Entre 30 y 50 años,,IF77095-LCB33586-1,,,,,,,,7ª,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Sant Joan Despí,Engel & Völkers MMC Barcelona,5.436 €/m²,560.000 €,103 m²,https://www.pisos.com/comprar/apartamento-sant_joan_despi_centro_urbano08970-49259235005_101800/,Anuncio actualizado el 17/02/2025,"E, E","E, E",baix_llobregat (BCN),103 m²,3,2,Entre 20 y 30 años,,IF76306-I-00YTQD-W-02XSQX,,Central,1,N/A,Privado,Propia,,,,,,,N/A,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Casa en Vallirana,Engel & Völkers MMC Barcelona,2.046 €/m²,790.000 €,386 m²,https://www.pisos.com/comprar/casa-vallirana_centro_urbano-48350984150_101800/,Anuncio actualizado el 28/10/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),386 m²,7,3,Entre 30 y 50 años,,IF76306-I-00YR9Z-W-02PJ4F,,Central,1,N/A,Privado,Propia,,,,,N/A,,,,,,,,,,,,,,,,,1.282 m²,,1,,N/A,,,,,,,,,
Casa en Olesa de Montserrat,Engel & Völkers MMC Barcelona,1.895 €/m²,455.000 €,240 m²,https://www.pisos.com/comprar/casa-olesa_de_montserrat_centro_urbano-45066314942_101800/,Anuncio actualizado el 08/10/2024,"E, E","E, E",baix_llobregat (BCN),240 m²,9,4,Más de 50 años,,IF76306-I-00YDA3-W-02VSS8,,Central,1,,Privado,,,,,,,,,,,,,,,,,,,,,,,171 m²,,,,,,,,,,,,,
Casa en Sant Feliu de Llobregat,Engel & Völkers MMC Barcelona,908 €/m²,825.000 €,908 m²,https://www.pisos.com/comprar/casa-sant_feliu_de_llobregat_centro_urbano08980-51682495926_101800/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),908 m²,11,5,Más de 50 años,,IF76306-I-00YXWP-W-02Y776,,Central,,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Carrer de Vallirana,ECOSET SERVEIS IMMOBILIARIS,1.337 €/m²,293.000 €,219 m²,https://www.pisos.com/comprar/chalet-vallirana_centro_urbano-45886563120_528389/,Anuncio actualizado el 19/02/2025,"G, G","G, G",baix_llobregat (BCN),219 m²,4,2,Entre 30 y 50 años,En buen estado,4528389-VA8921,,Gasoil,Más de 2,N/A,Privado,,200 m²,,,Gres,,,,,Sur,,,,N/A,,,N/A,N/A,,,,N/A,886 m²,N/A,,,N/A,,,N/A,,,N/A,N/A,,
Ático en Sant Joan Despí,Engel & Völkers MMC Barcelona,3.350 €/m²,670.000 €,200 m²,https://www.pisos.com/comprar/atico-sant_joan_despi_centro_urbano08970-48366189017_101800/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),200 m²,5,3,Entre 20 y 30 años,,IF76306-I-00YOL1-W-02UI9I,,Central,1,N/A,,,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,1,,N/A,,,,,,,,,
Piso en Avinguda d'Eramprunyà,GROCASA,1.747 €/m²,69.900 €,40 m²,https://www.pisos.com/comprar/piso-can_tintorer_can_tries-51736533138_109300/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),40 m²,1,1,Más de 50 años,,EP743-1714654,N/A,,,,,,35 m²,Bajo,20,Cerámico,,,,,N,,,,,Aluminio,,Office,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Jaume I,Aliseda Inmobiliaria,2.730 €/m²,284.000 €,104 m²,https://www.pisos.com/comprar/piso-el_castell_poble_vell-35870726897_107000/,Anuncio actualizado el 07/04/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),104 m²,2,2,,,AS1-52929487,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Bellamar,Engel & Völkers MMC Barcelona,5.270 €/m²,3.900.000 €,740 m²,https://www.pisos.com/comprar/casa-bellamar-16720062695_101800/,Anuncio actualizado el 21/05/2024,"A, A","A, A",baix_llobregat (BCN),740 m²,6,9,Entre 5 y 10 años,,IF76306-I-00UUZZ-W-02MEBG,,Central,,N/A,Privado,Propia,,,,,N/A,,,,Sureste,,,,,,,N/A,,,,,,1.084 m²,,1,,N/A,,,,,,,,,
Chalet en Santa Coloma de Cervelló,FINCAS ROSILLO,1.418 €/m²,390.000 €,275 m²,https://www.pisos.com/comprar/chalet-santa_coloma_de_cervello_centro_urbano-49209325962_997822/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),275 m²,5,3,Entre 10 y 20 años,En buen estado,4997822-143-24,,Gas natural,,N/A,Privado,,120 m²,,,Gres,,N/A,,,,,,Sapelly,,Aluminio y madera,,"Dos cocinas, una en cada planta","Dos salones con chimenea, uno en cada planta",,,,,500 m²,N/A,,Ciudad,19 m²,,,Una en cada salón,,,N/A,N/A,,
Casa adosada en Carrer de Roger de Llúria,Aliseda Inmobiliaria,1.979 €/m²,285.000 €,144 m²,https://www.pisos.com/comprar/casa_adosada-vallirana_centro_urbano-50868403015_107000/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),144 m²,4,2,,,AS1-VPA0200305297,,N/A,,N/A,N/A,,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,Adosada,,,,,
Ático en Esplugues de Llobregat,Engel & Völkers MMC Barcelona,10.515 €/m²,2.176.754 €,207 m²,https://www.pisos.com/comprar/atico-esplugues_de_llobregat_centro_urbano08950-51693737950_101800/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),207 m²,4,3,Entre 5 y 10 años,,IF76306-I-00YVOR-W-02Y1QE,,Central,1,N/A,,Propia,,7ª,,,N/A,,N/A,,,,,,,,,N/A,,,,,,,,1,,N/A,,,,,,,,,
Piso en Cerca del Bonpreu,donpiso Central,2.111 €/m²,228.000 €,108 m²,https://www.pisos.com/comprar/piso-olesa_de_montserrat_centro_urbano-50093042626_109100/,Anuncio actualizado el 20/02/2025,"E, E","E, E",baix_llobregat (BCN),108 m²,3,2,,,FE45-289536,,N/A,,N/A,,,,3ª,,Parket,,,N/A,N/A,Este,Exterior calle,N/A,,,Aluminio,,,,,,Por la mañana,,,,,Otra compañía,,,,,,,,,,
Piso en El Torrent Ballester-Can Palmer-Can Batllori,Engel & Völkers MMC Barcelona,4.150 €/m²,390.180 €,94 m²,https://www.pisos.com/comprar/piso-el_torrent_ballester_can_palmer_can_batllori-5068088228_109700/,Anuncio actualizado el 23/01/2025,"B, A","B, A",baix_llobregat (BCN),94 m²,3,2,,A estrenar,IF76306-D-000LCM,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Sant Cosme-La Granja,Engel & Völkers MMC Barcelona,8.181 €/m²,630.000 €,77 m²,https://www.pisos.com/comprar/casa-sant_cosme_la_granja-50041321051_101800/,Anuncio actualizado el 30/12/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),77 m²,3,1,Más de 50 años,,IF76306-I-00YX92-W-02Y6T3,,,,,Privado,,,,,,,,,,,,,,,,,N/A,,,,,,107 m²,,,,,,,,,,,,,
Casa en calle Frontó - Cerca Colegios Internacionales,LIVING Luxury Real Estate. Barcelona,977 €/m²,1.075.000 €,1.100 m²,https://www.pisos.com/comprar/casa-esplugues_de_llobregat_centro_urbano08950-50877679170_109100/,Anuncio actualizado el 16/01/2025,"D, E","D, E",baix_llobregat (BCN),1.100 m²,9,5,,,FE42-289931,,N/A,,,N/A,N/A,,,,Parket,N/A,,N/A,,Norte,,,,,Aluminio,,,,,,,,,,,Otra compañía,,,,,,,,,,
Casa en Sant Just Desvern,Engel & Völkers MMC Barcelona,2.818 €/m²,1.900.000 €,674 m²,https://www.pisos.com/comprar/casa-sant_just_desvern_centro_urbano08960-47592000184_101800/,Anuncio actualizado el 06/12/2024,"D, D","D, D",baix_llobregat (BCN),674 m²,5,4,Entre 10 y 20 años,,IF76306-I-00Y4IK-W-02TXQP,,Central,1,N/A,Privado,Propia,,,,,N/A,,,,,,N/A,,,,,N/A,,,,,,721 m²,,1,,,,,,,,,,,
Casa en Carrer de Santa Gemma,Engel & Völkers MMC Barcelona,3.253 €/m²,1.350.000 €,415 m²,https://www.pisos.com/comprar/casa-sant_just_desvern_centro_urbano08960-50089771024_101800/,Anuncio actualizado el 22/01/2025,"E, E","E, E",baix_llobregat (BCN),415 m²,6,3,Entre 30 y 50 años,,IF76306-I-00YX72-W-02Y4VH,,Central,1,N/A,Privado,Propia,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,1,,N/A,,,,,,,,,
Piso en Bellamar,IAD ESPAÑA,3.333 €/m²,190.000 €,57 m²,https://www.pisos.com/comprar/piso-bellamar-51743774000_108700/,Anuncio actualizado el 20/02/2025,"F, E","F, E",baix_llobregat (BCN),57 m²,3,1,Más de 50 años,,UVC882-31765,N/A,,,N/A,,,57 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Bellamar,Engel & Völkers MMC Barcelona,5.791 €/m²,2.195.000 €,379 m²,https://www.pisos.com/comprar/casa-bellamar-46737091178_101800/,Anuncio actualizado el 30/09/2024,"B, A","B, A",baix_llobregat (BCN),379 m²,5,5,Menos de 5 años,,IF76306-I-00YJDW-W-02WRFG,,Central,1,N/A,Privado,Propia,,,,,,,,,,,,,,,,N/A,,,,,,509 m²,,1,,N/A,,,,,,,,,
Piso en calle de La Miranda,INMODERNA GSI,2.692 €/m²,280.000 €,104 m²,https://www.pisos.com/comprar/piso-la_gavarra-48415427855_101300/,Anuncio actualizado el 13/02/2025,"G, F","G, F",baix_llobregat (BCN),104 m²,4,2,Más de 50 años,,API222-770,,N/A,,,,,87 m²,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Piso en Fatjó,EXEL REAL ESTATE,4.285 €/m²,450.000 €,105 m²,https://www.pisos.com/comprar/piso-fontsanta_fatjo-41752438247_108900/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),105 m²,3,2,,En buen estado,XA595-4194,Frío y calor,Gas natural,1,N/A,,Comunitaria,90 m²,,,,,N/A,N/A,,,N/A,,,,,,N/A,,,,,,,,,,,,N/A,,,,,,,
Piso en Carrer del Llobregat,HOGAREA,2.357 €/m²,249.900 €,106 m²,https://www.pisos.com/comprar/piso-sant_vicenc_dels_horts_centro_urbano-48368172764_108900/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),106 m²,4,2,,Reformado,XA484-9364,Frío y calor,Gas natural,1,N/A,,,92 m²,1ª,Entre 40 y 60 €,,,N/A,N/A,,Oeste,N/A,,,,,,,,,,,,,,,,,,N/A,,,,,,,
Apartamento en Baixador,Engel & Völkers MMC Barcelona,6.638 €/m²,790.000 €,119 m²,https://www.pisos.com/comprar/apartamento-baixador-41726942839_101800/,Anuncio actualizado el 21/05/2024,"E, E","E, E",baix_llobregat (BCN),119 m²,3,2,Más de 50 años,,IF76306-I-00XY5X-W-02TZFC,,Central,1,N/A,,Propia,,,,,,,,,Al mar,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Vallirana,Engel & Völkers MMC Barcelona,2.184 €/m²,530.937 €,243 m²,https://www.pisos.com/comprar/casa-vallirana_centro_urbano-25864817451_101800/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),243 m²,5,4,Entre 20 y 30 años,,IF76306-I-00VX7P-W-02PI1S,,Central,1,N/A,Privado,,,,,,N/A,,,,Sureste,,N/A,,,,,N/A,,,,,,405 m²,,1,,N/A,,,,,,,,,
Casa en Marianao,Engel & Völkers MMC Barcelona,2.668 €/m²,990.000 €,371 m²,https://www.pisos.com/comprar/casa-marianao-30876138864_101800/,Anuncio actualizado el 11/10/2024,"E, E","E, E",baix_llobregat (BCN),371 m²,5,4,Entre 20 y 30 años,,IF76306-I-00WLI4-W-02QJH9,,Central,1,N/A,Privado,Propia,,,,,N/A,,,,A la montaña,,N/A,,,,,N/A,,,,,,534 m²,,1,,N/A,,,,,,,,,
Piso en Centro,IMMOMAX,2.651 €/m²,419.000 €,158 m²,https://www.pisos.com/comprar/piso-can_tintorer_can_tries-50927213641_109300/,Anuncio actualizado el 18/01/2025,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),158 m²,3,2,,Reformado,EP950-17063,,,1,Terraza de 28 m² y patio de 27 m².,,,90 m²,,Entre 80 y 100 €,,,N/A,N/A,,,N/A,,,,,,"Vinoteca, nevera doble, calienta platos, equipada totalmente.",,,N/A,,,,,,,,,N/A,,,,,,,
Piso en Carrer de Frederic Soler,MERCAT IMMOBILIARI CATALA,3.235 €/m²,220.000 €,68 m²,https://www.pisos.com/comprar/piso-la_gavarra-43425848625_106000/,Anuncio actualizado el 12/12/2024,Error al procesar consumo,Error al procesar emisiones,baix_llobregat (BCN),68 m²,3,2,Más de 50 años,,NI268-COR-4002-DB,A/a f/c,N/A,,,,,,2ª,,Parquet,,,,,,,,,,Aluminio,,Independiente,,,,,,,,,,,,Agua individual,,,,,,,
Casa en Torrelles de Llobregat,Engel & Völkers MMC Barcelona,2.203 €/m²,368.000 €,167 m²,https://www.pisos.com/comprar/casa-torrelles_de_llobregat_centro_urbano-50846888522_101800/,Anuncio actualizado el 29/01/2025,"E, E","E, E",baix_llobregat (BCN),167 m²,4,3,Entre 30 y 50 años,,IF76306-I-00YYUX-W-02Y3WM,,Central,1,N/A,Privado,Propia,,,,,,,,,,,,,,,,,,,,,,485 m²,,1,,N/A,,,,,,,,,
Piso en Olesa de Montserrat,SAFTI ESPAÑA,1.540 €/m²,228.000 €,148 m²,https://www.pisos.com/comprar/piso-olesa_de_montserrat_centro_urbano-50858424447_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",baix_llobregat (BCN),148 m²,3,1,Entre 20 y 30 años,,SA3541-REF_32641,,Central,1,N/A,,,90 m²,1ª,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en Carrer Major, 316",ECOSET SERVEIS IMMOBILIARIS,1.262 €/m²,239.900 €,190 m²,https://www.pisos.com/comprar/casa_adosada-vallirana_centro_urbano-47509576809_528389/,Anuncio actualizado el 19/02/2025,"D, D","D, D",baix_llobregat (BCN),190 m²,6,2,Más de 50 años,A reformar,4528389-VA4012,,,,N/A,,,186 m²,,,Gres,,,,,Oeste,,,,,Aluminio,,N/A,N/A,,,,N/A,,N/A,,N/A,N/A,,,,Adosada,,N/A,N/A,,
Piso en Carrer de Joaquim Auger,GROCASA,2.298 €/m²,200.000 €,87 m²,https://www.pisos.com/comprar/piso-marianao-49200764676_109300/,Anuncio actualizado el 20/02/2025,"G, E","G, E",baix_llobregat (BCN),87 m²,3,1,Más de 50 años,,EP743-1613569,N/A,Centralizada,,8,,,75 m²,1ª,,Parquet,,,,,O,,,,,Aluminio,,Office,,,,,,,,,,N/A,,,,,,,,,
Casa en calle de Serafí Pitarra,TAMM SERVEIS IMMOBILIARIS,1.236 €/m²,324.000 €,262 m²,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-50057286867_101300/,Anuncio actualizado el 21/01/2025,"G, G","G, G",baix_llobregat (BCN),262 m²,1,1,,,API173-BLUE 55-24,,,,,,,229 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
