nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Gastos de comunidad,Referencia,Carpintería exterior,Gas,Calefacción,Lavadero,Balcón,Orientación,Superficie solar,Amueblado,Armarios empotrados,Vidrios dobles,Tipo suelo,Teléfono,Aire acondicionado,Chimenea,Cocina equipada,Comedor,Garaje,Puerta blindada,Sistema de seguridad,Terraza,Jardín,Piscina,Urbanizado,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Ascensor,Agua,Soleado,Carpintería interior,Portero automático,Adaptado a personas con movilidad reducida,Luz,Trastero,Tipo de casa,Interior,No se aceptan mascotas
Casa en Eixample,URBENIA,3.114 €/m²,489.000 €,157 m²,https://www.pisos.com/comprar/casa-mataro_eixample-50877350075_109300/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),157 m²,130 m²,3,3,,,,En buen estado,Entre 10 y 20 €,EP1014-98014,,,,,,,,,,,,,,,Equipada haya liso /cuadrada con office,,1,,,N/A,,,,,,,,N/A,,,,,,,,,
Piso en Via Europa,URBENIA,3.795 €/m²,353.000 €,93 m²,https://www.pisos.com/comprar/piso-via_europa08304-48427318503_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),93 m²,67 m²,3,2,1ª,N/A,,En buen estado,,EP1014-97547,,,,,,,,,,,,,,,N/A,,1,N/A,,N/A,,,,,,,N/A,N/A,,,,,,4,,,
Casa en Nucli Urbà,CONROMA LA SELVA S.L.,1.645 €/m²,390.000 €,237 m²,https://www.pisos.com/comprar/casa-tordera_nucli_urba-47564406347_515529/,Anuncio actualizado el 30/11/2024,"E, E","E, E",maresme (BCN),237 m²,123 m²,4,3,,,Entre 10 y 20 años,En buen estado,,515529-c-1230,Aluminio,,Gas natural,,,Norte,,,Más de 2,N/A,Gres,,Frío y calor,,2,N/A,1,,,60m²,,,N/A,N/A,N/A,,,,,,,,,,,,
Piso en Carrer de Núria,WEST SIDE,1.846 €/m²,120.000 €,65 m²,https://www.pisos.com/comprar/piso-premia_de_mar_centro_urbano-50885885327_100500/,Anuncio actualizado el 24/01/2025,"D, D","D, D",maresme (BCN),65 m²,63 m²,3,1,2ª,N/A,Más de 50 años,A reformar,,SA3620-0747-668-956-VI,,,,,,,,,,,Gres,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Centre,immobiliaria Les Mèlies,Error al procesar precio m²,140.000 €,IFC75918-PIS_131,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-50846499358_106700/,Anuncio actualizado el 16/01/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),,,,,,,,,,IFC75918-PIS_131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Malgrat de Mar,CONROMA LA SELVA S.L.,851 €/m²,31.500 €,37 m²,https://www.pisos.com/comprar/casa-malgrat_de_mar_centro_urbano-50019362546_515529/,Anuncio actualizado el 27/12/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),37 m²,37 m²,2,2,,,,Reformado,,515529-B-0061,Aluminio,,Eléctrica,,,Sur,70 m²,N/A,1,,Parquet,,Frío y calor,,Independiente,N/A,,,,,,Comunitaria,N/A,N/A,,N/A,,,,,,,,,,,
Casa en Urbanitzacions,URBENIA,2.672 €/m²,1.395.000 €,522 m²,https://www.pisos.com/comprar/casa-arenys_de_mar_centro_urbano-50844431899_109300/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),522 m²,,5,5,,,,En buen estado,,EP1014-97981,,,,,,,,,,,,,,,,,Más de 2,,,,,Propia,,,,,,N/A,,,,,,,,,
Piso en Centro,URBENIA,3.490 €/m²,185.000 €,53 m²,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-51740668997_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),53 m²,38 m²,1,1,1ª,N/A,,En buen estado,,EP1014-98130,,,,,,,,,,,,,,,N/A,,,,,N/A,,,,,,,N/A,,,,,,,,,,
Casa adosada en Can Quirze,SAFTI ESPAÑA,2.285 €/m²,800.000 €,350 m²,https://www.pisos.com/comprar/casa_adosada-can_quirze-51676110775_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",maresme (BCN),350 m²,350 m²,5,5,,,Entre 10 y 20 años,,,SA3541-REF_32741,,,N/A,,,Sur,,,,,,,N/A,,,,1,,,N/A,N/A,N/A,,,,,N/A,,,,,,,,Adosada,,
Dúplex en Arenys de Mar,Engel & Völkers MMC Barcelona,4.000 €/m²,520.000 €,130 m²,https://www.pisos.com/comprar/duplex-arenys_de_mar_centro_urbano-48402474158_101800/,Anuncio actualizado el 25/10/2024,"C, B","C, B",maresme (BCN),130 m²,,2,3,2ª,,Menos de 5 años,,,IF76306-I-00YR5B-W-02XHG2,,,Central,,,,,N/A,1,,,,,,N/A,,1,,,N/A,,,,,,,N/A,,,,,,,,,,
Piso en Les Creus,SAFTI ESPAÑA,2.343 €/m²,75.000 €,32 m²,https://www.pisos.com/comprar/piso-les_creus-50879411913_100500/,Anuncio actualizado el 13/01/2025,"G, G","G, G",maresme (BCN),32 m²,32 m²,1,1,Bajo,,Más de 50 años,,,SA3541-REF_32393,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Eixample,URBENIA,3.025 €/m²,175.500 €,58 m²,https://www.pisos.com/comprar/piso-escorxador08301-51702110411_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),58 m²,,1,1,3ª,N/A,,,,EP1014-97935,,,,,,,,,,,,,,,N/A,,1,,,,,,,,,,,,,,,,,3,,,
Casa en Carrer del Garbí,HELLOFINCA.,1.263 €/m²,230.000 €,182 m²,https://www.pisos.com/comprar/casa-can_more_santa_anna-50841381933_527713/,Anuncio actualizado el 24/01/2025,"C, C","C, C",maresme (BCN),182 m²,182 m²,3,2,,,Entre 30 y 50 años,Reformado,,4527713-CASA PINEDA MAR,Aluminio,,,N/A,,,,N/A,1,N/A,Gres,N/A,Frío y calor,,N/A,N/A,,N/A,,65 metros,,,N/A,N/A,,N/A,,,,N/A,,N/A,,,,,
Piso en Centro,URBENIA,3.220 €/m²,248.000 €,77 m²,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-51761410586_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),77 m²,57 m²,1,1,1ª,N/A,,En buen estado,,EP1014-98133,,,,,,,,,,,,,,,N/A,,,,,N/A,,,,,,,N/A,,,,,,,,,,
Casa en calle Cl Joan Maragall I Gorina De,ONREALE REAL ESTATE SERVICES,1.850 €/m²,185.000 €,100 m²,https://www.pisos.com/comprar/casa-argentona_centro_urbano-36705305146_109300/,Anuncio actualizado el 26/09/2024,"F, G","F, G",maresme (BCN),100 m²,100 m²,2,1,,,Entre 20 y 30 años,A reformar,,EP839-PB-ON230518,,,,,,,1.113 m²,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Ático en Maresme,IAD ESPAÑA,3.401 €/m²,670.000 €,197 m²,https://www.pisos.com/comprar/atico-tiana_centro_urbano08391-48401848794_108700/,Anuncio actualizado el 18/02/2025,"D, D","D, D",maresme (BCN),197 m²,197 m²,5,3,,,Entre 20 y 30 años,,,UVC882-28218,,,N/A,,N/A,,,,,,,,N/A,,,,,,,N/A,N/A,N/A,,,,,N/A,,,,,,,,,,
Piso en Carrer de Mallorca,Aliseda Inmobiliaria,1.125 €/m²,143.000 €,127 m²,https://www.pisos.com/comprar/piso-tordera_nucli_urba-48360823653_107000/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),127 m²,,3,2,,,,,,AS1-ALI0000114053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Sector Este,URBENIA,4.400 €/m²,550.000 €,125 m²,https://www.pisos.com/comprar/atico-premia_de_mar_centro_urbano-50037742651_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),125 m²,110 m²,4,2,6ª,N/A,,En buen estado,Entre 80 y 100 €,EP1014-97787,,,,,,,,,,,,,,N/A,N/A,,,,,1 balcón,,,,,,,N/A,N/A,,,,,,N/A,,,
Casa en Nucli Urbà,URBENIA,1.282 €/m²,218.000 €,170 m²,https://www.pisos.com/comprar/casa-tordera_nucli_urba-47576941978_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),170 m²,163 m²,5,2,,,,En buen estado,,EP1014-95343,,,,,,,,,,,,,,,N/A,,,,,N/A,,,,,,,,N/A,,,,,,,,,
Piso en Cerdanyola,URBENIA,1.445 €/m²,133.000 €,92 m²,https://www.pisos.com/comprar/piso-cerdanyola_sud08303-47587433167_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),92 m²,80 m²,4,1,4ª,N/A,,,,EP1014-97103,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Casa en Centro,URBENIA,3.224 €/m²,545.000 €,169 m²,https://www.pisos.com/comprar/casa-argentona_centro_urbano-47538955616_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),169 m²,169 m²,3,3,,,,En buen estado,,EP1014-96945,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,N/A,,,,,,,,,
Chalet en Argentona,Engel & Völkers MMC Barcelona,3.063 €/m²,775.000 €,253 m²,https://www.pisos.com/comprar/chalet-argentona_centro_urbano-5193380763_109700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),253 m²,,4,4,,,,A estrenar,,IF76306-D-000LL3,,,,,,A la montaña,,,Más de 2,,,,Frío y calor,,N/A,,N/A,,,N/A,Privado,,,,,,,,,,,N/A,,,,,
Casa adosada en Vilassar de Dalt,URBENIA,3.040 €/m²,450.000 €,148 m²,https://www.pisos.com/comprar/casa_adosada-vilassar_de_dalt_centro_urbano-50897409471_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),148 m²,,3,1,,,,En buen estado,,EP1014-95456,,,,,,,,,,,,,,,N/A,,,,,Terraza,,,,,,,,N/A,,,,,,N/A,Adosada,,
Casa en St.V. Montalt,URBENIA,3.160 €/m²,670.000 €,212 m²,https://www.pisos.com/comprar/casa-sant_vicenc_de_montalt_centro_urbano-50858715828_109300/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),212 m²,,4,3,,,,En buen estado,,EP1014-98017,,,,,,,,N/A,,,,,,,,,1,,,25 / 15,,,,,,,,N/A,,,,,,N/A,,,
Piso en Centre,URBENIA,3.833 €/m²,184.000 €,48 m²,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-51716982597_109300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),48 m²,41 m²,1,1,,N/A,,En buen estado,,EP1014-98212,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A,,,,,,,,,,
Piso en Centre,URBENIA,3.151 €/m²,312.000 €,99 m²,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-51762982609_109300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),99 m²,81 m²,3,2,1ª,N/A,,En buen estado,,EP1014-98205,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A,,,,,,,,,,
Chalet en Maresme,IAD ESPAÑA,3.753 €/m²,1.550.000 €,413 m²,https://www.pisos.com/comprar/chalet-premia_de_mar_centro_urbano-48410285017_108700/,Anuncio actualizado el 07/12/2024,"F, E","F, E",maresme (BCN),413 m²,413 m²,6,4,,,Entre 20 y 30 años,,,UVC882-20103,,,N/A,,,,605 m²,,,,,,N/A,,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,
Piso en Premià de Mar,Hi Homie,2.474 €/m²,193.000 €,78 m²,https://www.pisos.com/comprar/piso-premia_de_mar_centro_urbano-33371851359_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),78 m²,68 m²,3,1,Bajo,N/A,Más de 50 años,En buen estado,Entre 10 y 20 €,SA3398-premia216,,,,,,,,,,,,,,,Cocina amueblada,,,,,N/A,,,,,,,,,,,,,,,,,
Casa rústica en Fogars de La Selva,CONROMA LA SELVA S.L.,1.719 €/m²,399.000 €,232 m²,https://www.pisos.com/comprar/casa_rustica-fogars_de_la_selva_centro_urbano-32537549444_515529/,Anuncio actualizado el 22/01/2025,"E, E","E, E",maresme (BCN),232 m²,232 m²,5,2,,,,A reformar,,515529-C-1081,,,,N/A,,,7.000 m²,,,,Gres,,,,N/A,N/A,Más de 2,,,N/A,Privado,,,,,,,,,,,,,,Rústica,,
Piso en Centro,URBENIA,3.268 €/m²,218.994 €,67 m²,https://www.pisos.com/comprar/piso-arenys_de_mar_centro_urbano-50065292402_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),67 m²,,2,1,,N/A,,En buen estado,,EP1014-97373,,,,,,,,,,,,,,,N/A,,1,,,N/A,,,,,,,N/A,N/A,,,,,,Opcional,,,
Casa en Palafolls,SAFTI ESPAÑA,1.220 €/m²,670.000 €,549 m²,https://www.pisos.com/comprar/casa-palafolls_centro_urbano-50043748857_100500/,Anuncio actualizado el 27/01/2025,"E, E","E, E",maresme (BCN),549 m²,539 m²,3,2,,,Entre 20 y 30 años,,,SA3541-REF_32017,,,Gasoil,,,,,,,,,,,,,,N/A,,,N/A,,N/A,,,,,,,,,,,,,,,
Casa en Urbanitzacions Niàgara Parc-Àgora Parc-Roca-Rossa,CONROMA LA SELVA S.L.,968 €/m²,275.000 €,284 m²,https://www.pisos.com/comprar/casa-urbanitzacions_niagara_parc_agora_parc_roca_rossa0-43407182858_515529/,Anuncio actualizado el 02/02/2025,"G, G","G, G",maresme (BCN),284 m²,240 m²,3,2,,,Entre 10 y 20 años,En buen estado,,515529-C-1198,Aluminio,,Gasoil,,,,1.044 m²,,,N/A,Gres,,,,N/A,,Más de 2,,,N/A,Privado,,N/A,N/A,N/A,,,,,Madera,,N/A,,,,,
Piso en Avenida Mare de Deu de Lesperança,Aliseda Inmobiliaria,1.960 €/m²,123.500 €,63 m²,https://www.pisos.com/comprar/piso-mataro_els_molins08304-41737277668_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),63 m²,,3,1,,,,,,AN1-ANT00030666420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Núria,Aliseda Inmobiliaria,1.661 €/m²,108.000 €,65 m²,https://www.pisos.com/comprar/piso-premia_de_mar_centro_urbano-41721964522_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),65 m²,,3,1,,,,,,AN1-ANT00030668995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer d'Ausiàs March,HIPOGES IBERIA,849 €/m²,169.000 €,199 m²,https://www.pisos.com/comprar/casa-can_nadal_sant_pere-51676791136_100700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),199 m²,169 m²,,,,,Entre 30 y 50 años,,,RETI-00983,,,,,,,199 m²,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Chalet en Carrer de la Mare de Déu de Montserrat,WEST SIDE,1.390 €/m²,253.000 €,182 m²,https://www.pisos.com/comprar/chalet-arenys_de_munt_centro_urbano-50894901844_100500/,Anuncio actualizado el 16/01/2025,"D, D","D, D",maresme (BCN),182 m²,175 m²,4,2,,,Entre 30 y 50 años,A reformar,,SA3620-0624-678-151-CA4,,,,,,,,,,,Gres,,,N/A,,,,,N/A,N/A,Privado,Propia,,,,,,,,,,,,,,,
Piso en Cirera,GROCASA,2.647 €/m²,225.000 €,85 m²,https://www.pisos.com/comprar/piso-mataro_cirera-51765709050_109300/,Anuncio actualizado el 11/02/2025,"D, D","D, D",maresme (BCN),85 m²,82 m²,3,1,2ª,,Entre 20 y 30 años,,50,EP743-1074764,Aluminio,,Centralizada,,N/A,N/A,,,,,Cerámico,,,,Office,,,N/A,,,,,,,,,N/A,,,,,,,,,,
Piso en Centro,IMMOHABITAT,832 €/m²,149.000 €,179 m²,https://www.pisos.com/comprar/piso-tordera_nucli_urba-48409278523_100500/,Anuncio actualizado el 19/02/2025,"E, F","E, F",maresme (BCN),179 m²,112 m²,3,2,2ª,,Entre 30 y 50 años,,,SA744-M-8238/2613,,,N/A,,N/A,,,,,,Parquet,,,,,,,,,N/A,,,,,,,,,,,,,,N/A,,,
Piso en Cerdanyola,GROCASA,1.625 €/m²,260.000 €,160 m²,https://www.pisos.com/comprar/piso-cerdanyola_sud08303-51740168678_109300/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),160 m²,150 m²,6,2,1ª,,Más de 50 años,,,EP743-1614221,Aluminio,,Individual,,N/A,E,,,,,Terrazo,,,,Office,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,URBENIA,3.765 €/m²,241.000 €,64 m²,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-51677140801_109300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),64 m²,55 m²,2,1,1ª,N/A,,En buen estado,,EP1014-98204,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A,,,,,,,,,,
Piso en Carrer d'Antoni de Capmany,Aliseda Inmobiliaria,2.898 €/m²,156.500 €,54 m²,https://www.pisos.com/comprar/piso-escorxador08301-48421591479_104500/,Anuncio actualizado el 20/11/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),54 m²,,,,,,,,,ASR1-SRB0000176942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Maresme,IAD ESPAÑA,1.929 €/m²,849.000 €,440 m²,https://www.pisos.com/comprar/chalet-cabrera_de_mar_centro_urbano-48346700572_108700/,Anuncio actualizado el 13/10/2024,"E, D","E, D",maresme (BCN),440 m²,440 m²,8,5,,,Entre 30 y 50 años,,,UVC882-29148,,,,,,,782 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ático en Ronda del 8 de Març, nº .",Housfy real Estate,4.343 €/m²,595.000 €,137 m²,https://www.pisos.com/comprar/atico-montgat_centro_urbano-51721578299_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),137 m²,137 m²,3,2,2ª,,,,,EP442-830396,,,N/A,,,,,,,,,,N/A,,,,N/A,,,N/A,,,,,,,N/A,,,,,,,,,,
Piso en Avenida Bombers Madern I Clariana,Aliseda Inmobiliaria,1.390 €/m²,89.000 €,64 m²,https://www.pisos.com/comprar/piso-el_palau08304-41674962431_105900/,Anuncio actualizado el 24/10/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),64 m²,,2,1,,,,,,AN1-ANT00030653389,,,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Malgrat de Mar,CONROMA LA SELVA S.L.,2.571 €/m²,180.000 €,70 m²,https://www.pisos.com/comprar/piso-malgrat_de_mar_centro_urbano-48354653345_515529/,Anuncio actualizado el 27/11/2024,"G, G","G, G",maresme (BCN),70 m²,70 m²,2,1,Bajo,N/A,,Reformado,Entre 40 y 60 €,515529-P-895,Aluminio,,Eléctrica,N/A,,Sureste,,,1,N/A,Parquet,,Frío y calor,,Americana,N/A,,N/A,,,Comunitario,Comunitaria,,,,,,,,Madera,N/A,,,,,,
Casa en Vilassar de Dalt,SAFTI ESPAÑA,2.848 €/m²,450.000 €,158 m²,https://www.pisos.com/comprar/casa-vilassar_de_dalt_centro_urbano-50852612895_100500/,Anuncio actualizado el 27/01/2025,"E, E","E, E",maresme (BCN),158 m²,148 m²,5,1,,,Más de 50 años,,,SA3541-REF_32482,,,Gas natural,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Centre,CONROMA LA SELVA S.L.,1.801 €/m²,136.900 €,76 m²,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-50896003077_515529/,Anuncio actualizado el 23/01/2025,"E, E","E, E",maresme (BCN),76 m²,67 m²,2,1,4ª,N/A,Entre 30 y 50 años,Reformado,Entre 20 y 40 €,515529-P-915,Aluminio,,,,,Sur,,,,N/A,Gres,,,,Americana,N/A,,,,N/A,,,,,,,,,N/A,,N/A,,,,,,
Casa en Caldes d'Estrac,URBENIA,2.500 €/m²,395.000 €,158 m²,https://www.pisos.com/comprar/casa-caldes_estrac_centro_urbano-47541172616_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),158 m²,158 m²,4,2,,,,En buen estado,Entre 10 y 20 €,EP1014-97249,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Carrer de Vitòria,Aliseda Inmobiliaria,1.053 €/m²,63.200 €,60 m²,https://www.pisos.com/comprar/piso-cerdanyola_sud08303-37572950116_107000/,Anuncio actualizado el 27/09/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),60 m²,,3,1,,,,,,AS1-52928731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,URBENIA,3.394 €/m²,241.000 €,71 m²,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-51758888459_109300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),71 m²,61 m²,2,2,1ª,N/A,,En buen estado,,EP1014-98215,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A,,,,,,,,,,
"Piso en Carrer de Matheu, 51",ALTAMIRA,1.524 €/m²,125.000 €,82 m²,https://www.pisos.com/comprar/piso-peramas08303-35009388706_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),82 m²,82 m²,2,2,,,,,,AM9-2302##33000591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Nucli Urbà,URBENIA,1.534 €/m²,465.000 €,303 m²,https://www.pisos.com/comprar/casa-tordera_nucli_urba-50038586838_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),303 m²,290 m²,3,2,,,,En buen estado,,EP1014-97947,,,,,,,,,,,,,,N/A,N/A,,2,,,,,Propia,,,,,,N/A,,,,,,,,,
Piso en Cabrera de Mar,MONAPART,5.384 €/m²,490.000 €,91 m²,https://www.pisos.com/comprar/piso-cabrera_de_mar_centro_urbano-4955877886_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),91 m²,,3,2,Bajo,,,A estrenar,,IF76872-MC0012-4361,,,,,,Noroeste,,,,,,,,,,,,,,,Privado,,,,,,N/A,,,,,,,,,,
Piso en Carrer d'Eivissa,Aliseda Inmobiliaria,1.757 €/m²,123.050 €,70 m²,https://www.pisos.com/comprar/piso-malgrat_de_mar_centro_urbano-44195402380_107000/,Anuncio actualizado el 30/11/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),70 m²,,3,1,,,,,,AS1-52715343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaça de Lluís Millet,GROCASA,2.500 €/m²,255.000 €,102 m²,https://www.pisos.com/comprar/piso-mataro_els_molins08304-51752153399_109300/,Anuncio actualizado el 18/02/2025,"D, D","D, D",maresme (BCN),102 m²,100 m²,3,1,2ª,,Más de 50 años,,60,EP743-1073600,Aluminio,,Centralizada,,N/A,E,,,,,Parquet,,,,Office,,,,,,,,,,,,N/A,,,,,,,,,,
"Piso en calle Ptge Padre Claret, nº 24",eXp Realty,4.112 €/m²,510.000 €,124 m²,https://www.pisos.com/comprar/piso-montgat_centro_urbano-47582877154_100500/,Anuncio actualizado el 04/09/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),124 m²,,2,2,5ª,,,,,SA3689-EXP12585/8930,,,N/A,,,,,,1,,Tarima maciza,,N/A,,,,,,,N/A,,Comunitaria,,,,,N/A,,,,,,,N/A,,,
Piso en Cerdanyola,GROCASA,1.644 €/m²,129.900 €,79 m²,https://www.pisos.com/comprar/piso-cerdanyola_sud08303-50860441754_109300/,Anuncio actualizado el 10/01/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),79 m²,73 m²,3,1,4ª,,Más de 50 años,,25,EP743-1619206,Aluminio,,,,N/A,No,,,,,Cerámico,,,,Office,,,,,,,,,,,,,,,,,,,,,,
Piso en Cerdanyola Nord,URBENIA,1.375 €/m²,90.800 €,66 m²,https://www.pisos.com/comprar/piso-cerdanyola_nord-47566487048_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),66 m²,,2,1,5ª,N/A,,,Entre 20 y 40 €,EP1014-80033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Passatge del Pare Claret,eXp Realty,2.654 €/m²,430.000 €,162 m²,https://www.pisos.com/comprar/atico-montgat_centro_urbano-44243828766_100500/,Anuncio actualizado el 16/11/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),162 m²,57 m²,2,1,5ª,,Menos de 5 años,,,SA3689-EXP07195/8930,,,N/A,,,,,,1,,Parquet,,N/A,,,,,,,N/A,,Comunitaria,,,,,N/A,N/A,,,,,,N/A,,,
Piso en Carrer del Clot del Castell,Aliseda Inmobiliaria,2.875 €/m²,178.250 €,62 m²,https://www.pisos.com/comprar/piso-vilassar_de_dalt_centro_urbano-35855350883_107000/,Anuncio actualizado el 29/11/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),62 m²,,2,1,,,,,,AS1-ALI0000119332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Carrer del Còndor,CONROMA ASESORES,1.195 €/m²,208.000 €,174 m²,https://www.pisos.com/comprar/chalet-palafolls_centro_urbano-43381755131_527526/,Anuncio actualizado el 12/02/2025,"D, D","D, D",maresme (BCN),174 m²,172 m²,3,2,,,Entre 5 y 10 años,En buen estado,,527526-C-1172,Aluminio,,Chimenea,Cerramiento de aluminio,,Este,1.200 m²,N/A,2,N/A,Gres,,Frío y calor,N/A,Independiente,N/A,2,,,N/A,Privado,Opcional,N/A,N/A,N/A,N/A,,,,N/A,,N/A,,,,,
Chalet en Maresme,IAD ESPAÑA,2.000 €/m²,620.000 €,310 m²,https://www.pisos.com/comprar/chalet-sant_vicenc_de_montalt_centro_urbano-51680345799_108700/,Anuncio actualizado el 11/02/2025,"E, E","E, E",maresme (BCN),310 m²,310 m²,4,4,,,Entre 20 y 30 años,,,UVC882-31648,,,N/A,,,,220 m²,,,,,,N/A,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de Jaume Balmes,VIVANTIAL,2.794 €/m²,109.000 €,39 m²,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-51766410768_109300/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),39 m²,39 m²,,,2ª,,,A reformar,,EP618-15272-2025,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,N/A,,,,,,
