nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Habitaciones,Baños,Planta,Conservación,Referencia,Ascensor,Terraza,Superficie útil,Exterior,Antigüedad,Gastos de comunidad,Carpintería interior,Tipo suelo,Carpintería exterior,Gas,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Lavadero,Balcón,Orientación,Garaje,Piscina,Armarios empotrados,Vidrios dobles,Puerta blindada,Urbanizado,Calle alumbrada,Calle asfaltada,Agua,Superficie solar,Trastero,Jardín,Sistema de seguridad,Soleado,Se aceptan mascotas,Chimenea,Portero automático,Adaptado a personas con movilidad reducida,Interior,Tipo de casa,Teléfono,Amueblado,Luz,No se aceptan mascotas
Casa en Castellbisbal,Forcadell Terrassa,1.142 €/m²,239.900 €,210 m²,https://www.pisos.com/comprar/casa-castellbisbal_centro_urbano-45046876116_101800/,Anuncio actualizado el 07/10/2024,"F, F","F, F",valles_occidental_sud (BCN),210 m²,,,,,IF76845-TER_2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,IGLOO exes CENTRE,2.476 €/m²,260.000 €,105 m²,https://www.pisos.com/comprar/piso-centre_covadonga_centre08201-47544312077_108900/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),105 m²,2,2,1ª,En buen estado,XA541-2723,,N/A,82 m²,N/A,,,,,,,,Gas natural,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,
Casa en Carrer de Paco Mutlló,PERITAX,2.378 €/m²,490.000 €,206 m²,https://www.pisos.com/comprar/casa-la_creu_alta08208-45057286915_100500/,Anuncio actualizado el 13/01/2025,"E, E","E, E",valles_occidental_sud (BCN),206 m²,5,2,,,SA730-GR952/2691,,N/A,205 m²,,Más de 50 años,,,,,,N/A,N/A,,N/A,,,,1,,1,,,,,,N/A,,,,,,,,,,,,,,,
Casa en Gràcia,Engel & Völkers MMC Barcelona,4.008 €/m²,449.000 €,112 m²,https://www.pisos.com/comprar/casa-distrito_gracia08205-48351780388_101800/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),112 m²,4,3,,,IF76306-I-00YP30-W-02X3HW,,N/A,,,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Can Oriac,IGLOO exes CENTRE,3.481 €/m²,289.000 €,83 m²,https://www.pisos.com/comprar/atico-la_plana_del_pintor08207-48353458351_108900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),83 m²,3,1,6ª,En buen estado,XA541-2734,N/A,N/A,78 m²,N/A,,,,,,,,Gas natural,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,
Apartamento en Centre,Engel & Völkers MMC Barcelona,4.328 €/m²,246.750 €,57 m²,https://www.pisos.com/comprar/apartamento-centre_covadonga_centre08201-42559768303_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),57 m²,2,1,,,IF76306-I-00Y2B9-W-02V6Q1,N/A,N/A,,,Menos de 5 años,,,,,,,Central,N/A,,,,Oeste,1,Propia,1,,,,,,,,,,,,,,,,,,,,,
Piso en Sant Quirze del Vallès,IMMOBILIARIA SANT QUIRZE,4.056 €/m²,430.000 €,106 m²,https://www.pisos.com/comprar/piso-sant_quirze_del_valles_centro_urbano-47524115740_106700/,Anuncio actualizado el 24/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),106 m²,3,2,,,IFC75932-3817,N/A,,96 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Creu Alta,VALLES INMOBILIARIA,2.000 €/m²,490.000 €,245 m²,https://www.pisos.com/comprar/casa-la_creu_alta-45087705321_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),245 m²,5,2,,,SA4822-R952-/10724,,N/A,205 m²,,Más de 50 años,,,,,,N/A,N/A,,N/A,,,,1,,1,,,,,,N/A,148 m²,,,,,,,,,,,,,,
Piso en Eixample,IGLOO exes CENTRE,2.373 €/m²,178.000 €,75 m²,https://www.pisos.com/comprar/piso-eixample_sant_oleguer08203-45062032435_108900/,Anuncio actualizado el 23/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),75 m²,3,1,,,XA541-1646,N/A,,65 m²,,,,,,,,,Gas natural,N/A,,,,Noreste,,,,,,,,,N/A,,,,,,,,,,,,,,,
Casa en Creu de Barberà,ImmoTESA,1.515 €/m²,200.000 €,132 m²,https://www.pisos.com/comprar/casa-la_creu_de_barbera-42552199109_109300/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),132 m²,4,2,,En buen estado,EP63-19711687,,N/A,,,,,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Gràcia,INMOGRIPIA,3.327 €/m²,193.000 €,58 m²,https://www.pisos.com/comprar/piso-distrito_gracia-43345743117_514364/,Anuncio actualizado el 29/11/2024,"E, D","E, D",valles_occidental_sud (BCN),58 m²,2,1,Bajo,En buen estado,514364-007086,N/A,,50 m²,N/A,Entre 20 y 30 años,,Lacada blanca,Parquet,Aluminio,N/A,Frío y calor,Gas natural,7 m²,16 m²,N/A,,Este,1,,2,N/A,N/A,,,,,,N/A,,,Este,,,Videoportero nuevo,N/A,,,N/A,,,
Dúplex en Carrer de Ca N'Oriol,Tu Mejor Hogar,2.422 €/m²,298.000 €,123 m²,https://www.pisos.com/comprar/duplex-mercat-43423245266_100500/,Anuncio actualizado el 17/12/2024,"E, D","E, D",valles_occidental_sud (BCN),123 m²,4,2,2ª,En buen estado,SA3046-TMH-210,N/A,N/A,111 m²,N/A,Entre 20 y 30 años,Entre 60 y 80 €,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Sol I Padris,VALLES INMOBILIARIA,1.337 €/m²,420.000 €,314 m²,https://www.pisos.com/comprar/casa_adosada-eixample_sant_oleguer08203-48359239454_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",valles_occidental_sud (BCN),314 m²,7,3,,,SA4822-7101-/10724,,N/A,129 m²,,Más de 50 años,,,Gres,,,,N/A,,,,,,1,,1,,,,,,,,N/A,,N/A,,,N/A,,,,Adosada,,,,
Casa en Ca n'Alzamora,Engel & Völkers MMC Barcelona,4.135 €/m²,550.000 €,133 m²,https://www.pisos.com/comprar/casa-ca_nalzamora-43416321480_101800/,Anuncio actualizado el 07/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),133 m²,3,2,,,IF76306-I-00Y5XB-W-02VJ1G,,N/A,,,Menos de 5 años,,,,,,,Central,N/A,,N/A,,,1,Propia,1,,,,,,,131 m²,N/A,Privado,,,,,,,,,,,,
Piso en Carrer de Santa Maria,Aliseda Inmobiliaria,1.067 €/m²,63.000 €,59 m²,https://www.pisos.com/comprar/piso-can_sant_joan-47560896455_105900/,Anuncio actualizado el 20/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),59 m²,2,1,,,AN1-ANT00047723058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Can Gambús,NOVA FINQUES,4.235 €/m²,360.000 €,85 m²,https://www.pisos.com/comprar/piso-sabadell_can_gambus08205-50847657811_100500/,Anuncio actualizado el 28/01/2025,"C, B","C, B",valles_occidental_sud (BCN),85 m²,3,2,Bajo,,SA3386-EIX100144/8710,N/A,N/A,75 m²,,Entre 5 y 10 años,Más de 100 €,,Parquet,,,N/A,N/A,,,,N/A,Este,,Comunitaria,1,,N/A,,,,N/A,,N/A,N/A,N/A,,,,,,,,N/A,,,
Piso en Sol I Padrís,IGLOO exes CENTRE,1.986 €/m²,149.000 €,75 m²,https://www.pisos.com/comprar/piso-eixample_sant_oleguer08203-50071645661_108900/,Anuncio actualizado el 05/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),75 m²,3,1,4ª,En buen estado,XA541-2787,,N/A,68 m²,N/A,,,,,,,,Gas natural,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,
Piso en Parc Europa,PISOS BARBERA,3.293 €/m²,247.000 €,75 m²,https://www.pisos.com/comprar/piso-barbera_del_valles_centro_urbano-941214759_500678/,Anuncio actualizado el 10/02/2025,"E, E","E, E",valles_occidental_sud (BCN),75 m²,2,2,2ª,En buen estado,500678-001640,N/A,,75 m²,Todo,Entre 5 y 10 años,43€ mensuales,De haya,De parquet,De aluminio lacado,N/A,,Radiadores,Equipada,Salón,,N/A,,1,,1,N/A,N/A,,,,,,"De 7,60 m²",Comunitario,,N/A,,,N/A,N/A,,,,,,
Piso en Mas Duran,NOVA FINQUES,2.848 €/m²,225.000 €,79 m²,https://www.pisos.com/comprar/piso-sant_quirze_del_valles_centro_urbano-50097622071_100500/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),79 m²,3,1,Bajo,,SA3386-ACT03308/8710,N/A,,71 m²,,Entre 30 y 50 años,,,Gres,,,,Gas natural,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,
Casa en Sant Quirze del Vallès,GESIN VALLES,3.432 €/m²,1.150.000 €,335 m²,https://www.pisos.com/comprar/casa-sant_quirze_del_valles_centro_urbano-50077958769_170000/,Anuncio actualizado el 04/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),335 m²,6,3,,Reformado,1700-005058,,N/A,320 m²,,Entre 30 y 50 años,,N/A,,Aluminio,N/A,,Gas natural,N/A,N/A,N/A,,Sur,Más de 2,Propia,,N/A,N/A,N/A,N/A,,,1.390 m²,,Privado,,,,,,,,,,,,
Casa adosada en Centre,Grup Tecnocasa Sant Cugat,2.660 €/m²,540.000 €,203 m²,https://www.pisos.com/comprar/casa_adosada-sant_cugat_del_valles_centre08172-51700967713_100200/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),203 m²,5,1,,En buen estado,TC423-609335,,,,,Más de 50 años,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Adosada,,,,
Dúplex en Creu Alta,FS FINQUES,3.758 €/m²,530.000 €,141 m²,https://www.pisos.com/comprar/duplex-la_creu_alta08208-51709806478_100500/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),141 m²,3,2,2ª,,SA411-FS7106/4962,N/A,N/A,115 m²,,Entre 20 y 30 años,,,Parquet,,,N/A,,,,,N/A,Oeste,1,,1,,,,,,,,,,,,,,,,,,,,,
Piso en Creu de Barberà,IGLOO exes CENTRE,2.105 €/m²,160.000 €,76 m²,https://www.pisos.com/comprar/piso-les_termes08204-48340132222_108900/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),76 m²,4,1,3ª,En buen estado,XA541-2728,,,70 m²,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Les Torres,Engel & Völkers MMC Barcelona,2.105 €/m²,160.000 €,76 m²,https://www.pisos.com/comprar/apartamento-rubi_les_torres-39186930661_101800/,Anuncio actualizado el 22/01/2025,"E, E","E, E",valles_occidental_sud (BCN),76 m²,3,1,6ª,,IF76306-I-00XPC7-W-02TTZ7,N/A,,,,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,
Piso en Cruz Roja,AIZUS GROUP,2.656 €/m²,265.650 €,100 m²,https://www.pisos.com/comprar/piso-fontetes_carretera_de_barcelona-51684884537_106000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),100 m²,3,2,2ª,,NI417-5310,2,,88 m²,,,,,Gres,Aluminio,,A/a f/c,N/A,Independiente,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Casa en Les Fonts,Engel & Völkers MMC Barcelona,2.444 €/m²,550.000 €,225 m²,https://www.pisos.com/comprar/casa-les_fonts_sant_quirze_del_valles-40924517474_101800/,Anuncio actualizado el 29/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),225 m²,6,2,,,IF76306-I-00XWKB-W-02U9PS,,,,,Entre 30 y 50 años,,,,,,,Central,,,,,,1,,,,,,,,,461 m²,,Privado,,,,,,,,,,,,
Casa en Sant Quirze del Vallès,FINQUES ALFI,2.278 €/m²,695.000 €,305 m²,https://www.pisos.com/comprar/casa-sant_quirze_del_valles_centro_urbano-44190120290_518762/,Anuncio actualizado el 17/06/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),305 m²,5,3,,En buen estado,518762-002857,,N/A,,,Entre 10 y 20 años,,N/A,Parquet,PVC,N/A,Frío y calor,Gas natural,N/A,N/A,N/A,,Suroeste,Más de 2,,Más de 2,N/A,N/A,N/A,N/A,,,290 m²,,Privado,,,N/A,,,,,,,,,
Piso en Sant Oleguer,SBD IMMOBLES,2.516 €/m²,229.000 €,91 m²,https://www.pisos.com/comprar/piso-covadonga08203-51757402934_100500/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),91 m²,3,1,1ª,,SA723-11799/2605,N/A,N/A,78 m²,,Más de 50 años,,,,,,,N/A,,,,,Sur,1,,1,,N/A,,,,,,N/A,,,,,,,,,,,,,
Ático en Santa Perpètua de Mogoda,Engel & Völkers MMC Barcelona,2.580 €/m²,320.000 €,124 m²,https://www.pisos.com/comprar/atico-santa_perpetua_de_mogoda_centro_urbano-5131777040_109700/,Anuncio actualizado el 17/02/2025,"C, C","C, C",valles_occidental_sud (BCN),124 m²,3,2,,A estrenar,IF76306-D-000MLJ,N/A,N/A,,,,,,,,,Frío y calor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Eix Macia,ETHIC REAL ESTATE,2.533 €/m²,375.000 €,148 m²,https://www.pisos.com/comprar/piso-la_creu_alta08208-51761781124_100500/,Anuncio actualizado el 13/02/2025,"G, F","G, F",valles_occidental_sud (BCN),148 m²,4,2,1ª,,SA4866-876/9037,N/A,,135 m²,,Entre 30 y 50 años,Más de 100 €,,,,,N/A,Gas natural,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Can Puiggener,NOVA FINQUES,927 €/m²,179.900 €,194 m²,https://www.pisos.com/comprar/piso-can_puiggener08208-49218938594_100500/,Anuncio actualizado el 28/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),194 m²,3,2,Bajo,,SA3386-SBD20131/8710,,N/A,116 m²,,Entre 20 y 30 años,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Avenida Barberà, 447",INMODERNA GSI,2.633 €/m²,258.108 €,98 m²,https://www.pisos.com/comprar/piso-les_termes08204-51689802293_101300/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),98 m²,2,2,,,API222-000521,N/A,,83 m²,,Menos de 5 años,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Passatge de Rodoreda,JC Immobles Sabadell,1.531 €/m²,395.000 €,258 m²,https://www.pisos.com/comprar/casa-la_creu_alta08208-49248946380_527045/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),258 m²,5,3,,En buen estado,527045-JC106,,N/A,208 m²,,Entre 30 y 50 años,,Lacado blanco,Gres,Aluminio,N/A,Frío y calor,Gas natural,N/A,N/A,N/A,,Suroeste,Más de 2,,,N/A,,N/A,N/A,N/A,,144 m²,,,,,N/A,N/A,,,,,N/A,,,
Piso en Plaça de la Creu de Barberà,ESLALLAR,3.442 €/m²,268.548 €,78 m²,https://www.pisos.com/comprar/piso-la_creu_de_barbera08204-50844576397_100500/,Anuncio actualizado el 20/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),78 m²,3,2,1ª,,SA5398-000525/11608,N/A,N/A,67 m²,,Menos de 5 años,,,,,,,Gas natural,,,,,Sur,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Barberà del Vallès,VALLES INMOBILIARIA,3.510 €/m²,319.500 €,91 m²,https://www.pisos.com/comprar/piso-barbera_del_valles_centro_urbano-42506478878_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),91 m²,2,2,1ª,,SA4822-19711695-/10724,N/A,N/A,75 m²,,Entre 10 y 20 años,,,Parquet,,,N/A,,,,,,,,Comunitaria,,,,,,,,,N/A,N/A,,,,,,,,,,,,
Dúplex en Centre,ESLALLAR,2.519 €/m²,320.000 €,127 m²,https://www.pisos.com/comprar/duplex-barbera_del_valles_centro_urbano-51684498425_100500/,Anuncio actualizado el 20/02/2025,"G, G","G, G",valles_occidental_sud (BCN),127 m²,4,2,Bajo,,SA5398-19711866/11608,N/A,N/A,101 m²,,,Más de 100 €,,,,,N/A,Gas natural,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,
Casa en Castellarnau,ImmoTESA,1.789 €/m²,950.000 €,531 m²,https://www.pisos.com/comprar/casa-castellarnau-50871304964_109300/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),531 m²,3,2,,En buen estado,EP63-19711850,,N/A,,,,,,,,,N/A,N/A,N/A,N/A,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Apartamento en La Creu Alta,Engel & Völkers MMC Barcelona,4.160 €/m²,595.000 €,143 m²,https://www.pisos.com/comprar/apartamento-la_creu_alta08208-50093731579_101800/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),143 m²,3,2,4ª,,IF76306-I-00YX82-W-02Y785,N/A,N/A,,,Entre 5 y 10 años,,,,,,,,,,N/A,,,1,Propia,1,,,,,,,,N/A,,,,,,,,,,,,,
Casa adosada en Can Casasblanques,CANO & PUJOL,2.416 €/m²,696.000 €,288 m²,https://www.pisos.com/comprar/casa_adosada-sant_quirze_del_valles_centro_urbano-50886242675_109300/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),288 m²,4,3,,Reformado,EP1034-5840,,N/A,220 m²,,,,,,,,,,N/A,,,,,Más de 2,Comunitaria,,,N/A,,,,N/A,,,,N/A,,,,,,,Adosada,,,,
Piso en La Creu de Barbera,SBD IMMOBLES,2.105 €/m²,160.000 €,76 m²,https://www.pisos.com/comprar/piso-les_termes08204-48379973865_100500/,Anuncio actualizado el 19/02/2025,"F, E","F, E",valles_occidental_sud (BCN),76 m²,4,1,3ª,,SA723-11675/2605,,,70 m²,,Más de 50 años,Entre 40 y 60 €,,Terrazo,,,,,,N/A,,,Oeste,,,,,,,,,N/A,,,,,,,,,,,,,,,
Casa en Carrer del Brillant,Engel & Völkers MMC Barcelona,3.916 €/m²,2.350.000 €,600 m²,https://www.pisos.com/comprar/casa-can_mates_volpelleres08195-51748239155_101800/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),600 m²,5,5,,,IF76306-I-00Z076-W-02YI8A,,N/A,,,Entre 10 y 20 años,,,,,,,Central,N/A,,N/A,,,1,Propia,1,,,,,,,787 m²,N/A,Privado,,,,,,,,,,,,
Ático en Centre,VALLES INMOBILIARIA,3.390 €/m²,590.000 €,174 m²,https://www.pisos.com/comprar/atico-centre_covadonga_centre08202-49224970089_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",valles_occidental_sud (BCN),174 m²,3,3,2ª,,SA4822-7102-/10724,N/A,N/A,159 m²,,Entre 20 y 30 años,,,Parquet,,,N/A,Gas natural,,,,N/A,Sur,1,,1,,N/A,,,,N/A,,N/A,,N/A,,,N/A,,,,,,,,
Piso en Centre,IGLOO exes CENTRE,2.656 €/m²,127.500 €,48 m²,https://www.pisos.com/comprar/piso-barbera_del_valles_centro_urbano-49205367320_108900/,Anuncio actualizado el 07/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),48 m²,2,1,2ª,A reformar,XA541-2778,,,42 m²,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa rústica en Sant Muç-Castellnou-Can Mir,Engel & Völkers MMC Barcelona,1.916 €/m²,690.000 €,360 m²,https://www.pisos.com/comprar/casa_rustica-sant_muc_castellnou_can_mir-20056080164_101800/,Anuncio actualizado el 03/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),360 m²,7,4,,,IF76306-I-00V763-W-02NHN9,,N/A,,,Más de 50 años,,,,,,,,N/A,,,,A la montaña,1,,,,,,,,,130.000 m²,,Privado,,,,,,,,Rústica,,,,
Piso en Carretera de Barcelona,NOVA FINQUES,2.568 €/m²,262.000 €,102 m²,https://www.pisos.com/comprar/piso-eixample_sant_oleguer08203-28342691952_100500/,Anuncio actualizado el 19/06/2024,"E, E","E, E",valles_occidental_sud (BCN),102 m²,4,2,1ª,,SA3386-GVI460422/8710,N/A,N/A,90 m²,,Entre 20 y 30 años,Entre 40 y 60 €,,Gres,,,N/A,Gas natural,,,,N/A,,1,,1,,,,,,N/A,,,,,,,,,,,,N/A,,,
Casa en Sant Quirze del Vallès,Engel & Völkers MMC Barcelona,2.376 €/m²,720.000 €,303 m²,https://www.pisos.com/comprar/casa-sant_quirze_del_valles_centro_urbano-45885454590_101800/,Anuncio actualizado el 06/12/2024,"A, A","A, A",valles_occidental_sud (BCN),303 m²,5,3,,,IF76306-I-00YFM3-W-02WG79,,N/A,,,Menos de 5 años,,,,,,,Central,,,,,,1,Propia,1,,,,,,,,,Privado,,,,,,,,,,,,
Casa adosada en Sant Quirze del Vallès,Engel & Völkers MMC Barcelona,2.118 €/m²,699.000 €,330 m²,https://www.pisos.com/comprar/casa_adosada-sant_quirze_del_valles_centro_urbano-43388635659_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),330 m²,5,3,,,IF76306-I-00Y5RC-W-02VFD8,,N/A,,,Entre 20 y 30 años,,,,,,,Central,N/A,,N/A,,,1,Propia,1,,,,,,,,,Privado,,,,,,,,Adosada,,,,
Piso en El Centre,VALLES INMOBILIARIA,1.500 €/m²,309.000 €,206 m²,https://www.pisos.com/comprar/piso-eixample_sant_oleguer08203-50020750159_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",valles_occidental_sud (BCN),206 m²,3,2,1ª,,SA4822-R991-/10724,N/A,N/A,90 m²,,Entre 20 y 30 años,,,Gres,,,N/A,Gas natural,,,,,Sur,1,,,,,,,,N/A,,,,,,,,,,,,,,,
Piso en La Plana del Pintor,NOVA FINQUES,2.196 €/m²,199.900 €,91 m²,https://www.pisos.com/comprar/piso-la_plana_del_pintor08207-41701558525_100500/,Anuncio actualizado el 07/01/2025,"E, E","E, E",valles_occidental_sud (BCN),91 m²,3,1,2ª,,SA3386-SBD221402/8710,,N/A,85 m²,,Más de 50 años,,,Parquet,,,,,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,
Casa rústica en Castellbisbal,Engel & Völkers MMC Barcelona,1.070 €/m²,850.000 €,794 m²,https://www.pisos.com/comprar/casa_rustica-castellbisbal_centro_urbano-35021532475_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),794 m²,10,3,,,IF76306-I-00X3IL-W-02N8IO,,,,,Más de 50 años,,,,,,,Central,,,,,A la montaña,1,,,,,,,,,13.000 m²,,Privado,,,,,,,,Rústica,,,,
Piso en Zona Romanica,PISOS BARBERA,3.557 €/m²,249.000 €,70 m²,https://www.pisos.com/comprar/piso-barbera_del_valles_centro_urbano-906657812_500678/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),70 m²,2,1,Bajo,A estrenar,500678-002326,N/A,"Patio 47,43 m²",60 m²,N/A,Menos de 5 años,,De madera laminada en blanco,De parquet,Aluminio,,Frío y calor,Gas natural,N/A,"Salón 20,17 m²",,,,,,,De climalit,N/A,,,,,,,Privado,,N/A,N/A,,N/A,N/A,,,,,,
Casa en calle del Jura,Fincas Nogales,1.115 €/m²,376.000 €,337 m²,https://www.pisos.com/comprar/casa-la_plana_del_pintor08207-50018633437_101300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),337 m²,7,2,,,API284-00124,,,170 m²,,Entre 5 y 10 años,,,,,,,N/A,,,N/A,,Sur,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Can Mates-Volpelleres,D & HABITAT,4.919 €/m²,610.000 €,124 m²,https://www.pisos.com/comprar/piso-can_mates_volpelleres08174-51740559436_510396/,Anuncio actualizado el 19/02/2025,"C, C","C, C",valles_occidental_sud (BCN),124 m²,4,2,1ª,En buen estado,510396-0110557,N/A,N/A,111 m²,N/A,Entre 10 y 20 años,,,Parquet,Aluminio,N/A,Frío,Central,Salida a terraza,40m²,,,,1,Comunitaria,1,N/A,,,,,,,5 m²,Comunitario,,N/A,,,N/A,,,,,,,
Piso en Plaça de l'Assemblea de Catalunya,ETHIC REAL ESTATE,3.602 €/m²,299.000 €,83 m²,https://www.pisos.com/comprar/piso-la_plana_del_pintor08207-49189473320_100500/,Anuncio actualizado el 19/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),83 m²,3,1,6ª,,SA4866-841/9037,N/A,N/A,78 m²,,Entre 30 y 50 años,,,,,,N/A,Gas natural,,,,,,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,
Piso en Avinguda-Eixample,VALLES INMOBILIARIA,3.644 €/m²,379.000 €,104 m²,https://www.pisos.com/comprar/piso-eixample_sant_oleguer-50891381694_100500/,Anuncio actualizado el 18/02/2025,"B, B","B, B",valles_occidental_sud (BCN),104 m²,3,2,1ª,,SA4822-R1006-/10724,N/A,,91 m²,,Menos de 5 años,Más de 100 €,,,,,N/A,N/A,,,,N/A,Sur,,Comunitaria,1,,N/A,,,,N/A,,N/A,,,,,,,,,,,,,
Piso en Carrer de Corneli Nepos,ATTIC,2.079 €/m²,174.680 €,84 m²,https://www.pisos.com/comprar/piso-can_rull08206-50004541983_521241/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),84 m²,3,1,2ª,Reformado,521241-002492,,,84 m²,N/A,Más de 50 años,,,Gres,Aluminio,,Frío y calor,Eléctrica,6.05m²,"23,22m²",3.05m²,,,,,1,,,,,,,,,,,N/A,,,,,,,,,,
Piso en La Creu de Barbera,VALLES INMOBILIARIA,3.782 €/m²,283.716 €,75 m²,https://www.pisos.com/comprar/piso-la_creu_de_barbera08204-48397525898_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),75 m²,3,2,3ª,,SA4822-000529-/10724,N/A,,67 m²,,Menos de 5 años,,,,,,,Gas natural,,,,,Sur,,,,,N/A,,,,,,,,,,,,,,,,,,,
