nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Antigüedad,Referencia,Terraza,Jardín,Piscina,Planta,Exterior,Conservación,Gastos de comunidad,Tipo suelo,Aire acondicionado,Calefacción,Cocina equipada,Ascensor,Balcón,Orientación,Agua,Chimenea,Comedor,Garaje,Urbanizado,Puerta blindada,Trastero,Carpintería interior,Vidrios dobles,Carpintería exterior,Portero automático,Sistema de seguridad,Gas,Teléfono,Adaptado a personas con movilidad reducida,Soleado,Lavadero,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Armarios empotrados,Tipo de casa,No se aceptan mascotas,Interior,Amueblado,Luz
Casa en Les Cabanyes,FINQUES SIP,2.222 €/m²,220.000 €,99 m²,https://www.pisos.com/comprar/casa-les_cabanyes-48392939407_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),99 m²,90 m²,,2,2,Más de 50 años,SA5343-09993/9669,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Finca rústica en Font-Rubí,FINQUES SIP,340 €/m²,335.000 €,106 m²,https://www.pisos.com/comprar/finca_rustica-font_rubi_centro_urbano-51763361275_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),106 m²,100 m²,985 m²,4,2,,SA5343-10064/9669,,,,,,,,,,N/A,,,,Sur,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Avinguda de Catalunya, 41",Aliseda Inmobiliaria,1.025 €/m²,69.700 €,68 m²,https://www.pisos.com/comprar/piso-sant_quinti_de_mediona_centro_urbano-50896391843_104500/,Anuncio actualizado el 26/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),68 m²,,,2,1,,ASR1-SRB0000089634,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Vielha,VILOMARA &  ASSOCIATS,1.493 €/m²,239.000 €,160 m²,https://www.pisos.com/comprar/casa-mediona_centro_urbano-45882519995_441400/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),160 m²,140 m²,600 m²,4,2,Más de 50 años,4414-024129,N/A,Privado,,,,En buen estado,,Gres,,Eléctrica,N/A,,,,,N/A,N/A,1,N/A,,,N/A,N/A,Aluminio,,,,,,,N/A,N/A,N/A,,2,,,,,
Piso en L'Espirall,Hounting,1.411 €/m²,120.000 €,85 m²,https://www.pisos.com/comprar/piso-espirall-45914036767_100500/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),85 m²,,,3,1,,SA5364-2110/21100047/8,N/A,,,1ª,N/A,En buen estado,,Gres,,,N/A,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa en Plaça de Pau Casals, 3",VILOMARA &  ASSOCIATS,1.251 €/m²,438.000 €,350 m²,https://www.pisos.com/comprar/casa-sant_sadurni_anoia_centro_urbano-50867967326_441400/,Anuncio actualizado el 29/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),350 m²,276 m²,110 m²,4,2,Menos de 5 años,4414-025028,N/A,Privado,,,,A estrenar,,Gres,Frío y calor,Eléctrica,N/A,,,Este,,,N/A,1,N/A,,,N/A,N/A,Aluminio,,,,,,,N/A,N/A,N/A,,,,,,,
"Casa en calle Mas Aspero, nº 20",VILOMARA &  ASSOCIATS,2.751 €/m²,399.000 €,145 m²,https://www.pisos.com/comprar/casa-can_catassus-51746063548_441400/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),145 m²,110 m²,11.000 m²,3,2,Entre 5 y 10 años,4414-025029,N/A,Privado,,,,En buen estado,,Parquet,Frío y calor,Eléctrica,N/A,,,Sur,,,N/A,,,,,,N/A,Aluminio,,N/A,,,,,N/A,,N/A,,Más de 2,,,,,
"Piso en Passatge de la Ciutadella, 10",VILOMARA &  ASSOCIATS,2.675 €/m²,235.400 €,88 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-35005358548_441400/,Anuncio actualizado el 19/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),88 m²,69 m²,,3,2,Menos de 5 años,4414-023117,,,,3ª,N/A,A estrenar,,Parquet,,Gas natural,Abierta,N/A,N/A,Oeste,,,"Enorme, 25 m²",,,,,Lacada,Aislante,Aluminio,Videoportero,,,,N/A,N/A,Interior,,,,,,,,,
Finca rústica en Sant Marçal,FINQUES SIP,115 €/m²,1.400.000 €,900 m²,https://www.pisos.com/comprar/finca_rustica-castellet_i_la_gornal_centro_urbano-44245801433_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),900 m²,826 m²,12.081 m²,10,4,,SA5343-9080/9669,,,,,,,,,,,,,,Sur,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Mallorca,VILOMARA &  ASSOCIATS,1.798 €/m²,410.000 €,228 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-51729197234_441400/,Anuncio actualizado el 11/02/2025,"E, D","E, D",alt_penedes (BCN),228 m²,210 m²,,6,3,Entre 30 y 50 años,4414-025037,N/A,,,1ª,N/A,Reformado,,Parquet,Frío y calor,Gas natural,N/A,,,Suroeste,,N/A,N/A,1,,,N/A,N/A,N/A,PVC,N/A,,N/A,,,N/A,N/A,,,,Más de 2,,,,N/A,
Casa adosada en Centro,FINQUES SIP,2.583 €/m²,279.000 €,108 m²,https://www.pisos.com/comprar/casa_adosada-santa_margarida_i_els_monjos_centro_urbano-49249620438_100500/,Anuncio actualizado el 20/02/2025,"G, F","G, F",alt_penedes (BCN),108 m²,89 m²,,5,2,Entre 30 y 50 años,SA5343-10022/9669,N/A,N/A,,,,,,,N/A,,,,,,,N/A,,1,,N/A,N/A,,,,,,,,,,,,,,,Adosada,,,N/A,
Piso en Centre Vila,COSTA PENEDÈS,1.685 €/m²,168.500 €,100 m²,https://www.pisos.com/comprar/piso-centre_vila-48373126414_101300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),100 m²,95 m²,,3,1,,API189-CP0412VI85,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet unifamiliar en Carrer de les Oliveres,Finques Penedès Marítim,1.677 €/m²,244.900 €,146 m²,https://www.pisos.com/comprar/chalet_unifamiliar-castellet_i_la_gornal_centro_urbano-42573359850_519242/,Anuncio actualizado el 11/02/2025,"G, G","G, G",alt_penedes (BCN),146 m²,104 m²,1.435 m²,3,2,Entre 30 y 50 años,4519242-67,N/A,Privado,,,,En buen estado,,Gres,,Gasoil,N/A,,,Sur,,N/A,N/A,Más de 2,N/A,,,N/A,N/A,Madera,,N/A,,N/A,,,N/A,N/A,N/A,N/A,Más de 2,,,,,
Dúplex en Centro,FINQUES SIP,2.158 €/m²,231.000 €,107 m²,https://www.pisos.com/comprar/duplex-santa_margarida_i_els_monjos_centro_urbano-44168918874_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",alt_penedes (BCN),107 m²,100 m²,,3,2,Entre 20 y 30 años,SA5343-09864/9669,N/A,,,3ª,,,,Gres,,Gas natural,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finca rústica en Cataluna,FINQUES SIP,115 €/m²,305.000 €,489 m²,https://www.pisos.com/comprar/finca_rustica-les_cabanyes-50837334762_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),489 m²,370 m²,2.631 m²,6,2,,SA5343-10040/9669,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre Vila,COSTA PENEDÈS,1.101 €/m²,130.000 €,118 m²,https://www.pisos.com/comprar/piso-centre_vila-42580319716_101300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),118 m²,94 m²,,4,1,Más de 50 años,API189-CPO395VF06,,,,,,En buen estado,,,,,,N/A,,Sur-este,,,,,,,N/A,,,,,,,,,,N/A,,,,,,,,,
Piso en Sant Julià,Hounting,1.940 €/m²,130.000 €,67 m²,https://www.pisos.com/comprar/piso-sant_julia-50844916423_100500/,Anuncio actualizado el 15/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),67 m²,,,2,1,,SA5364-2110/21100047/1,N/A,,,5ª,N/A,En buen estado,,Tarima flotante,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en En El Centro de La Población,donpiso Central,721 €/m²,139.900 €,194 m²,https://www.pisos.com/comprar/casa-sant_quinti_de_mediona_centro_urbano-48379461875_109100/,Anuncio actualizado el 16/01/2025,"E, E","E, E",alt_penedes (BCN),194 m²,,,5,1,,FE38-287286,N/A,,,,,,,Terrazo,,,,,,Norte,,,,,,,,,,Madera,,,Otra compañía,,,,,,,,,,,,,
Casa en Vilafranca del Penedès,FINQUES SIP,956 €/m²,287.000 €,300 m²,https://www.pisos.com/comprar/casa-centre_vila-44263566286_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),300 m²,180 m²,97 m²,,3,Más de 50 años,SA5343-009125/9669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Avinyonet del Penedès,FINQUES SIP,1.858 €/m²,290.000 €,156 m²,https://www.pisos.com/comprar/casa_adosada-avinyonet_del_penedes_centro_urbano-49167320018_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),156 m²,137 m²,120 m²,5,3,Entre 10 y 20 años,SA5343-10014/9669,N/A,N/A,,,,,,Gres,N/A,N/A,,,,Sur,N/A,,N/A,1,,N/A,N/A,,,,,N/A,,,,,,,,,,Adosada,,,,
Casa en L´Arboçar,eXp Realty,2.950 €/m²,295.000 €,100 m²,https://www.pisos.com/comprar/casa-arbocar-43377080240_100500/,Anuncio actualizado el 18/10/2024,"A, A","A, A",alt_penedes (BCN),100 m²,90 m²,1.172 m²,4,2,Menos de 5 años,SA3689-EXP06928/8930,,,,,,,,,,N/A,,,,Sur,N/A,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,
Chalet en Valldemar,FINQUES GIRÓ,899 €/m²,349.965 €,389 m²,https://www.pisos.com/comprar/chalet-castellet_i_la_gornal_centro_urbano-48422701088_100500/,Anuncio actualizado el 11/01/2025,"E, E","E, E",alt_penedes (BCN),389 m²,330 m²,887 m²,7,3,Entre 20 y 30 años,SA1197-2816-19/5887,N/A,N/A,,,,,,Gres,,,,,,,N/A,,N/A,,N/A,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,
Piso en Santa Margarida i Els Monjos,COSTA PENEDÈS,1.750 €/m²,175.000 €,100 m²,https://www.pisos.com/comprar/piso-santa_margarida_i_els_monjos_centro_urbano-39259801432_101300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),100 m²,80 m²,,,,,API189-CP0367LM09,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en *Centro,FINQUES SIP,427 €/m²,300.000 €,702 m²,https://www.pisos.com/comprar/casa-centre_vila-44172316712_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),702 m²,378 m²,209 m²,15,5,,SA5343-09250/9669,,,,,,,,Terrazo,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Montseny,VIVANTIAL,978 €/m²,90.000 €,92 m²,https://www.pisos.com/comprar/piso-santa_margarida_i_els_monjos_centro_urbano-50886193774_109300/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),92 m²,92 m²,,,,,EP618-10917-2025,,,,3ª,,A reformar,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,
Casa unifamiliar en Mediona,SAFTI ESPAÑA,1.039 €/m²,345.000 €,332 m²,https://www.pisos.com/comprar/casa_unifamiliar-mediona_centro_urbano-46714297122_100500/,Anuncio actualizado el 29/08/2024,"D, D","D, D",alt_penedes (BCN),332 m²,219 m²,,6,4,,SA3541-REF_30930,N/A,,N/A,,,,,,,Gas natural,,,,,,,,2,,,,,,,,,,,,,,,,,,Unifamiliar,,,,
Casa en Carrer Sant Llorenc D'hortons,VILOMARA &  ASSOCIATS,2.473 €/m²,329.000 €,133 m²,https://www.pisos.com/comprar/casa-sant_llorenc_hortons_centro_urbano-51691910871_441400/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),133 m²,97 m²,916 m²,3,2,Entre 30 y 50 años,4414-025040,N/A,Privado,Propia,,,En buen estado,,Gres,Frío,Gasoil,N/A,,,,,N/A,N/A,,N/A,N/A,,N/A,N/A,Aluminio,,N/A,,,N/A,,N/A,N/A,N/A,,,,,,,
Chalet en calle Bo Cal Farines,MAYORCASA,2.250 €/m²,1.350.000 €,600 m²,https://www.pisos.com/comprar/chalet-castellvi_de_la_marca_centro_urbano-44215494674_100500/,Anuncio actualizado el 28/05/2024,"E, E","E, E",alt_penedes (BCN),600 m²,,40.000 m²,7,4,,SA5335-104823829,N/A,N/A,N/A,,,,,,,,,,,Sur,,,,1,,,N/A,,,,,,,,,,,,,,1,,,,,
Piso en Carrer de Fulleracs,VILOMARA &  ASSOCIATS,3.070 €/m²,175.000 €,57 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-45914202371_441400/,Anuncio actualizado el 24/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),57 m²,49 m²,,2,1,Entre 20 y 30 años,4414-024115,N/A,,,3ª,N/A,En buen estado,,Gres,,Gas natural,N/A,N/A,,Sur,,,N/A,,,,,,N/A,Aluminio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,,
Casa en Carrer de Francesc Macià,VILOMARA &  ASSOCIATS,1.595 €/m²,260.000 €,163 m²,https://www.pisos.com/comprar/casa-sant_quinti_de_mediona_centro_urbano-35901661169_441400/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),163 m²,122 m²,423 m²,4,1,Entre 20 y 30 años,4414-023167,N/A,Privado,Propia,,,En buen estado,,Gres,,Gas natural,N/A,,,Sur,,Barbacoa,Con acceso al jardin,1,N/A,,,Lacada,Aislante,Aluminio,,,,,,,N/A,N/A,N/A,,Más de 2,,,,,
Chalet en Carrer de la Coral,Aliseda Inmobiliaria,802 €/m²,114.000 €,142 m²,https://www.pisos.com/comprar/chalet-torrelles_de_foix_centro_urbano-38407178992_107000/,Anuncio actualizado el 24/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),142 m²,,,1,1,,AS1-51206114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Font-Rubí,FINQUES SIP,583 €/m²,590.000 €,1.012 m²,https://www.pisos.com/comprar/casa-font_rubi_centro_urbano-44173160186_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",alt_penedes (BCN),1.012 m²,279 m²,11.564 m²,4,3,Entre 30 y 50 años,SA5343-09873/9669,N/A,N/A,,,,,,Gres,,N/A,,,,,,N/A,,1,,,N/A,,,,,,,,,,,,,,1,,,,,
"Chalet en calle Valls -La Gornal, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,140 m²,https://www.pisos.com/comprar/chalet-castellet_i_la_gornal_centro_urbano-40848319631_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),140 m²,140 m²,,,,,AM9-2061##2061_0234_PE0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Centro,FINQUES SIP,538 €/m²,210.000 €,390 m²,https://www.pisos.com/comprar/casa-torrelles_de_foix_centro_urbano-44219350012_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),390 m²,130 m²,,3,1,,SA5343-09650/9669,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Pueblo,FINQUES SIP,1.785 €/m²,175.000 €,98 m²,https://www.pisos.com/comprar/casa-pontons_centro_urbano-45871433426_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),98 m²,86 m²,,4,2,Más de 50 años,SA5343-09958/9669,N/A,,,,,,,Parquet,,Gas natural,,,,,N/A,N/A,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Les Cases Roges,FINQUES SIP,1.300 €/m²,260.000 €,200 m²,https://www.pisos.com/comprar/casa-sant_cugat_sesgarrigues_centro_urbano-50896599574_100500/,Anuncio actualizado el 20/02/2025,"G, G","G, G",alt_penedes (BCN),200 m²,,,4,2,Más de 50 años,SA5343-10038/9669,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Próximo Al Parque de Sant Julià,donpiso Central,2.329 €/m²,198.000 €,85 m²,https://www.pisos.com/comprar/piso-sant_julia-50846456318_109100/,Anuncio actualizado el 19/02/2025,"E, E","E, E",alt_penedes (BCN),85 m²,78 m²,,4,2,,FE38-289789,,,,2ª,,,Entre 60 y 80 €,Gres,,N/A,,N/A,N/A,Norte,,,,,,,N/A,,,Aluminio,,,Otra compañía,,,Por la tarde,,,,,,,,N/A,,
Piso en Junto Polideportivo,donpiso Central,2.330 €/m²,139.800 €,60 m²,https://www.pisos.com/comprar/piso-sant_llorenc_hortons_centro_urbano-50839050159_109100/,Anuncio actualizado el 05/02/2025,"E, E","E, E",alt_penedes (BCN),60 m²,40 m²,,1,1,,FE12-289572,N/A,,,,Exterior calle,,Entre 60 y 80 €,Gres,,Eléctrica,,N/A,,Este,,,,,,,,,,Aluminio,,,Otra compañía,,,Por la mañana,,,,,,,,,,
Casa en En El Pla del Diable,donpiso Central,2.080 €/m²,780.000 €,375 m²,https://www.pisos.com/comprar/casa-sant_julia-49220523471_109100/,Anuncio actualizado el 16/01/2025,"C, C","C, C",alt_penedes (BCN),375 m²,225 m²,,3,4,,FE38-288045,N/A,N/A,N/A,,,,,Gres,Con bomba de calor,N/A,,N/A,,Norte,,,,,,,N/A,,,Aluminio,,,Otra compañía,,,,,,,,,,,,,
"Piso en Avinguda de Catalunya, 41",Aliseda Inmobiliaria,1.180 €/m²,49.600 €,42 m²,https://www.pisos.com/comprar/piso-sant_quinti_de_mediona_centro_urbano-51728651142_104500/,Anuncio actualizado el 02/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),42 m²,,,1,1,,ASR1-SRB0000093376,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Casc Antic del Poble,FINQUES SIP,437 €/m²,35.000 €,80 m²,https://www.pisos.com/comprar/casa-torrelles_de_foix_centro_urbano-48364258643_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),80 m²,72 m²,,,,,SA5343-008736/9669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Baix Penedès,IAD ESPAÑA,2.125 €/m²,595.000 €,280 m²,https://www.pisos.com/comprar/chalet-castellet_i_la_gornal_centro_urbano-50095215017_108700/,Anuncio actualizado el 19/02/2025,"E, D","E, D",alt_penedes (BCN),280 m²,280 m²,700 m²,4,2,,UVC882-30658,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Rodalies La Granada,SAM GRUPO M,1.200 €/m²,270.000 €,225 m²,https://www.pisos.com/comprar/piso-la_granada_centro_urbano-50081630309_100500/,Anuncio actualizado el 24/12/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),225 m²,,,3,3,,SA4980-GRA_05/10877,N/A,,,2ª,,,,Parquet,N/A,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Daltmar,FINQUES SIP,2.400 €/m²,480.000 €,200 m²,https://www.pisos.com/comprar/casa-olerdola_centro_urbano-48410311318_100500/,Anuncio actualizado el 20/02/2025,"E, F","E, F",alt_penedes (BCN),200 m²,152 m²,1.500 m²,4,3,,SA5343-007142/9669,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Castellet i la Gornal,COSTA PENEDÈS,1.398 €/m²,179.000 €,128 m²,https://www.pisos.com/comprar/casa-castellet_i_la_gornal_centro_urbano-34242370326_101300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),128 m²,120 m²,,4,2,Entre 10 y 20 años,API189-CP0338RO09,,,,,,,,,,,,,,4 vientos,,,,,,,,,,,,,,,,,,,,,,,,,N/A,
Casa en *Centro,FINQUES SIP,839 €/m²,235.000 €,280 m²,https://www.pisos.com/comprar/casa-centre_vila-44259483128_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),280 m²,173 m²,121 m²,6,2,,SA5343-09251/9669,N/A,,,,,,,,,,,,,,N/A,,N/A,1,,,N/A,,,,,,,,,,,,,,1,,,,,
Casa en Santa Fe del Penedès,FINQUES SIP,1.231 €/m²,340.000 €,276 m²,https://www.pisos.com/comprar/casa-santa_fe_del_penedes_centro_urbano-51752784214_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",alt_penedes (BCN),276 m²,275 m²,,5,2,Entre 20 y 30 años,SA5343-10051/9669,N/A,N/A,,,,,,Gres,,Gas natural,,,,,N/A,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,
Dúplex en La Munia,FINQUES SIP,1.439 €/m²,190.000 €,132 m²,https://www.pisos.com/comprar/duplex-castellvi_de_la_marca_centro_urbano-50875338934_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",alt_penedes (BCN),132 m²,110 m²,,2,1,Entre 20 y 30 años,SA5343-10041/9669,N/A,,,1ª,,,,,,,,,,Suroeste,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Torres i Bages,VILOMARA &  ASSOCIATS,2.466 €/m²,148.000 €,60 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-28391092386_441400/,Anuncio actualizado el 20/01/2025,"D, D","D, D",alt_penedes (BCN),60 m²,60 m²,,2,1,Entre 10 y 20 años,4414-022163,,Comunitario,Comunitaria,Bajo,N/A,En buen estado,,Gres,,Gas natural,N/A,N/A,,,,,N/A,,,N/A,,N/A,N/A,Aluminio,N/A,Rejas,N/A,,N/A,N/A,,,,,,,,,,
Piso en Rambla de la Generalitat,VILOMARA &  ASSOCIATS,2.233 €/m²,239.000 €,107 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-50911217651_441400/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),107 m²,95 m²,,4,2,Entre 30 y 50 años,4414-025012,,,,2ª,N/A,En buen estado,Entre 40 y 60 €,Terrazo,Frío y calor,Eléctrica,N/A,N/A,N/A,Suroeste,,,N/A,,,,N/A,N/A,N/A,Madera,N/A,,,N/A,N/A,N/A,N/A,,,,N/A,,,,,
Casa en Junto Al Estanco del Pueblo,donpiso Central,1.391 €/m²,270.000 €,194 m²,https://www.pisos.com/comprar/casa-torrelavit_centro_urbano-42556479261_109100/,Anuncio actualizado el 21/01/2025,"E, E","E, E",alt_penedes (BCN),194 m²,104 m²,,3,2,,FE38-281760,,,,,,,,Gres,,N/A,,,,Norte,,,,,,,,,,Madera,,,Otra compañía,,,,,,,,,,,,N/A,
Casa en Les Masuques,FINQUES SIP,1.196 €/m²,189.000 €,158 m²,https://www.pisos.com/comprar/casa-castellet_i_la_gornal_centro_urbano-44265968856_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",alt_penedes (BCN),158 m²,112 m²,95 m²,3,2,Más de 50 años,SA5343-009222/9669,N/A,,,,,,,,,N/A,,,,,N/A,N/A,N/A,,,,,,,,,N/A,,N/A,,,,,,,1,,,,N/A,
Casa en La Munia,FINQUES SIP,818 €/m²,180.000 €,220 m²,https://www.pisos.com/comprar/casa-castellvi_de_la_marca_centro_urbano-50910575819_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),220 m²,200 m²,120 m²,4,1,Más de 50 años,SA5343-10045/9669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Torrelletes,FINQUES SIP,258 €/m²,155.000 €,600 m²,https://www.pisos.com/comprar/casa-castellet_i_la_gornal_centro_urbano-48382777884_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),600 m²,514 m²,1.761 m²,8,1,,SA5343-007019/9669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en El Pla del Penedès,FINQUES SIP,772 €/m²,425.000 €,550 m²,https://www.pisos.com/comprar/casa-el_pla_del_penedes_centro_urbano-44168365171_100500/,Anuncio actualizado el 20/02/2025,"G, E","G, E",alt_penedes (BCN),550 m²,520 m²,722 m²,7,2,Más de 50 años,SA5343-009082/9669,N/A,,,,,,,,,,,,,,N/A,N/A,,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Casa en Plaça de Sant Marçal,VILOMARA &  ASSOCIATS,355 €/m²,299.000 €,842 m²,https://www.pisos.com/comprar/casa-torrelavit_centro_urbano-35853496689_441400/,Anuncio actualizado el 19/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),842 m²,712 m²,370 m²,6,,Más de 50 años,4414-023153,,,,,,A reformar,,,,,,,,,,,,Más de 2,N/A,,,,,Madera,,,,,,,,N/A,N/A,,,,,,,
Casa en En El Centro de La Población.,donpiso Central,1.511 €/m²,680.000 €,450 m²,https://www.pisos.com/comprar/casa-sant_marti_sarroca_centro_urbano-50873299025_109100/,Anuncio actualizado el 26/01/2025,"E, E","E, E",alt_penedes (BCN),450 m²,,,7,1,,FE38-288381,N/A,,N/A,,,,,Porcelanato,Con bomba de calor,Gasoil,,,,Norte,,,,,,,,,,Otros,,,,,,,,,,,,,,,,
"Piso en calle Mosèn Cinto Verdaguer, La Beguda",MONAPART,1.823 €/m²,248.000 €,136 m²,https://www.pisos.com/comprar/piso-sant_llorenc_hortons_centro_urbano-50912237626_101800/,Anuncio actualizado el 23/01/2025,"E, E","E, E",alt_penedes (BCN),136 m²,,,3,2,Entre 20 y 30 años,IF76872-AV0077-4524,N/A,,,,,,,,,Central,N/A,N/A,,,,,,1,,,N/A,,,,,,,,,,,,,,1,,,,N/A,
Casa en En La calle Principal de Can Coral.,donpiso Central,1.352 €/m²,230.000 €,170 m²,https://www.pisos.com/comprar/casa-torrelles_de_foix_centro_urbano-45016363301_109100/,Anuncio actualizado el 06/02/2025,"C, C","C, C",alt_penedes (BCN),170 m²,170 m²,,5,2,,FE38-283119,N/A,,,,,,,Gres,,Gasoil,,,,Norte,,,,,,,,,,Aluminio,,,Otra compañía,,,,,,,,,,,,,
